Dialect,AI model,Domain,Dialectal question,Dialectal answer,Italian question,Italian answer,Full text,Translation
Roman,Gemini 2.5 - flash,literature,"Che je disse er marito a la moje, doppo ch'ebbe inteso l'affà?",Quanto sei cardèa! me lo potevi de' pprima.,"Cosa disse il marito alla moglie, dopo che ebbe capito l'affare?",Quanto sei ingenua! Me lo potevi dire prima.,"14 C'era 'na vorta in un paese un frate che sse chiamava padre Bbattimèla. 'Sto padre Bbattiméla dice che era 'na lana canèrcia un galoppino, che nun ve ne dico. Fra l'antri bbelli vizzi che cciaveva, ciaveva quello d'annà' a ttormentà' 'na donna maritata. Quella, dice, che pperò nu' ne voleva sapè' gnente; ma er frate daje oggi, daje domani, nu' la finiva mai de staje intorno. Fintanto che quella stufa de vedesse cusì pperseguitata da quer frataccio, un giorno ariccontò ttutto ar marito. Er marito, doppo ch'ebbe inteso l'affà, je fece: - Quanto sei cardèa! me lo potevi de' pprima. Abbasta: si er frate oggi te dice quarche ccosa, tu ddaje puro l'appuntamento pe' 'sta notte, intanto dije che io nun ce starò.","#Testo tradotto#
14 C'era una volta in un paese un frate che si chiamava padre Battimela. Questo padre Battimela, si dice, era un furbacchione e un faccendiere di prima categoria, che non ve ne dico. Tra gli altri ""bei"" vizi che aveva, aveva quello di andare a tormentare una donna sposata. Quella, si dice, però non ne voleva sapere niente; ma il frate, insistendo giorno dopo giorno, non la finiva mai di starle intorno. Fino a che quella, stufa di vedersi così perseguitata da quel brutto frate, un giorno raccontò tutto al marito. Il marito, dopo aver sentito la faccenda, le disse: - Quanto sei ingenua! Me lo potevi dire prima. Basta: se il frate oggi ti dice qualcosa, tu dagli pure l'appuntamento per questa notte, intanto digli che io non ci sarò."
Roman,Gemini 2.5 - flash,literature,Che jje promise la vecchia ar fijo suo?,te vojo ajutà'.,Cosa promise la vecchia a suo figlio?,Ti voglio aiutare,"Allora lui, addolorato come stava, ariccontò a quela vecchia, pe' ffilo e ppe' segno, tutto quello che aveva sofferto e ssoffriva, p'er gran bene che vvoleva a Fósca. Quela vecchia, intesa che ss'ebbe ariccontà' ttutto e' ricconto, je fece: - Fijo mio, te vojo ajutà'. Domani. te farò pportà' a ccasa tua un ber letto, che a li quattro pizzi cià quattro moretti che mmàgneno e ppàrleno come nojantri. Tu vèstete da mercante; va ar paese de Fósca, e mettete sotto ar su' palazzo a venne' sto letto; ché llei vederai che tte lo comprerà. Abbada bene, fin a ttanto che tte tenerai 'sto letto, de nu' scordatte de da' dda magnà' a 'sti quattro moretti che tte dico, che ppoi vederai che tte serviranno a ddove'.","#Testo tradotto#
Allora lui, addolorato come stava, raccontò a quella vecchia, per filo e per segno, tutto quello che aveva sofferto e soffriva, per il gran bene che voleva a Fosca. Quella vecchia, dopo aver ascoltato tutto il racconto, gli fece: - Figlio mio, ti voglio aiutare. Domani ti farò portare a casa tua un bel letto, che ai quattro angoli ha quattro moretti che mangiano e parlano come noi. Tu vestiti da mercante; vai al paese di Fosca, e mettiti sotto al suo palazzo a vendere questo letto; ché lei, vedrai, te lo comprerà. Bada bene, finché ti terrai questo letto, di non scordarti di dare da mangiare a questi quattro moretti che ti dico, che poi vedrai che ti serviranno a dovere.
#"
Roman,Gemini 2.5 - flash,literature,"Che jje farà pportà' la vecchia a ccasa, e che particolarità c'avrà sto letto?","te farò pportà' a ccasa tua un ber letto, che a li quattro pizzi cià quattro moretti che mmàgneno e ppàrleno come nojantri.","Che cosa gli farà portare a casa la vecchia, e che particolarità avrà questo letto?","Ti farò portare a casa tua un bel letto, che ai quattro angoli ha quattro moretti che mangiano e parlano come noi.","Allora lui, addolorato come stava, ariccontò a quela vecchia, pe' ffilo e ppe' segno, tutto quello che aveva sofferto e ssoffriva, p'er gran bene che vvoleva a Fósca. Quela vecchia, intesa che ss'ebbe ariccontà' ttutto e' ricconto, je fece: - Fijo mio, te vojo ajutà'. Domani. te farò pportà' a ccasa tua un ber letto, che a li quattro pizzi cià quattro moretti che mmàgneno e ppàrleno come nojantri. Tu vèstete da mercante; va ar paese de Fósca, e mettete sotto ar su' palazzo a venne' sto letto; ché llei vederai che tte lo comprerà. Abbada bene, fin a ttanto che tte tenerai 'sto letto, de nu' scordatte de da' dda magnà' a 'sti quattro moretti che tte dico, che ppoi vederai che tte serviranno a ddove'.","#Testo tradotto#
Allora lui, addolorato come stava, raccontò a quella vecchia, per filo e per segno, tutto quello che aveva sofferto e soffriva, per il gran bene che voleva a Fosca. Quella vecchia, dopo aver ascoltato tutto il racconto, gli fece: - Figlio mio, ti voglio aiutare. Domani ti farò portare a casa tua un bel letto, che ai quattro angoli ha quattro moretti che mangiano e parlano come noi. Tu vestiti da mercante; vai al paese di Fosca, e mettiti sotto al suo palazzo a vendere questo letto; ché lei, vedrai, te lo comprerà. Bada bene, finché ti terrai questo letto, di non scordarti di dare da mangiare a questi quattro moretti che ti dico, che poi vedrai che ti serviranno a dovere.
#"
Roman,Gemini 2.5 - flash,literature,Che disse e' re quanno seppe der fatto der garofolo?,Finisce che questo' è un ômo pe' ddavero.,Cosa disse il re quando seppe del fatto del garofano?,Questo è un uomo per davvero.,"E invece se prese un garofolo; e ddoppo un momento lo sfojò e lo bbuttò pe' ttera. Quanno e' re lo seppe, fece: - Finisce che questo' è un ômo pe' ddavero. E allora fece ar fijo, dice: - Oggi sai ch'hai da fa'? Pòrtelo a spasso ar canneto; si llui te dice: «Che bbelle canne da fa' cconocchie!» allora è 'na donna; si ddice «che bbelle canne da fa' ffucili!» è un ômo. Infatti er fijo de' re cce la portò; ma quanno lei fu ddrento ar canneto, disse subbito: - Che bbelle canne da fa ffucili! Er fijo va su ddar padre e je dice che Fósco aveva detto: «che bbelle canne da fà ffucili!» Allora e' re disse: - Vederemo e ttavola si cche ffarà. Si è ômo, der pesce pijerà la testa; si è ddonna, pijerà la coda.","#E invece si prese un garofano; e dopo un momento lo sfogliò e lo buttò per terra. Quando il re lo seppe, fece: - Finisce che questo è un uomo per davvero. E allora fece al figlio, e gli disse: - Oggi sai che devi fare? Portalo a spasso al canneto; se lui ti dice: «Che belle canne da fare conocchie!» allora è una donna; se dice «che belle canne da fare fucili!» è un uomo. Infatti il figlio del re ce la portò; ma quando lei fu dentro al canneto, disse subito: - Che belle canne da fare fucili! Il figlio va su dal padre e gli dice che Fosco aveva detto: «che belle canne da fare fucili!» Allora il re disse: - Vedremo a tavola che farà. Se è uomo, del pesce prenderà la testa; se è donna, prenderà la coda.#"
Roman,Gemini 2.5 - flash,literature,Che disse lei subbito quanno entrò drento ar canneto?,Che bbelle canne da fa ffucili!,Cosa disse lei subito quando entrò dentro al canneto?,Che belle canne per fare fucili!,"E invece se prese un garofolo; e ddoppo un momento lo sfojò e lo bbuttò pe' ttera. Quanno e' re lo seppe, fece: - Finisce che questo' è un ômo pe' ddavero. E allora fece ar fijo, dice: - Oggi sai ch'hai da fa'? Pòrtelo a spasso ar canneto; si llui te dice: «Che bbelle canne da fa' cconocchie!» allora è 'na donna; si ddice «che bbelle canne da fa' ffucili!» è un ômo. Infatti er fijo de' re cce la portò; ma quanno lei fu ddrento ar canneto, disse subbito: - Che bbelle canne da fa ffucili! Er fijo va su ddar padre e je dice che Fósco aveva detto: «che bbelle canne da fà ffucili!» Allora e' re disse: - Vederemo e ttavola si cche ffarà. Si è ômo, der pesce pijerà la testa; si è ddonna, pijerà la coda.","#E invece si prese un garofano; e dopo un momento lo sfogliò e lo buttò per terra. Quando il re lo seppe, fece: - Finisce che questo è un uomo per davvero. E allora fece al figlio, e gli disse: - Oggi sai che devi fare? Portalo a spasso al canneto; se lui ti dice: «Che belle canne da fare conocchie!» allora è una donna; se dice «che belle canne da fare fucili!» è un uomo. Infatti il figlio del re ce la portò; ma quando lei fu dentro al canneto, disse subito: - Che belle canne da fare fucili! Il figlio va su dal padre e gli dice che Fosco aveva detto: «che belle canne da fare fucili!» Allora il re disse: - Vedremo a tavola che farà. Se è uomo, del pesce prenderà la testa; se è donna, prenderà la coda.#"
Roman,Gemini 2.5 - flash,literature,Che diceva sempre er re mentre se stracannava li capellini?,"Mamma mia, quanti so' bbôni, mamma mia, quanti so' bbôni!",Cosa diceva sempre il re mentre si abbuffava di capellini?,"Mamma mia, quanto sono buoni, mamma mia, quanto sono buoni!","Tanto che quanno e' re se li stava a mmagnà', a 'gni boccone nun faceva antro che ddi': - Mamma mia, quanti so' bbôni, mamma mia, quanti so' bbôni! E ppoi je disse, dice: - E ggichè ssapete tanto bbene cucinà', ddomani, pe' ppranzo, fateme 'na bbella pizza. E la madre j'arispose, dice: - Giacchè t'ho ccontentato accusì bbene, domani te la farò. Defatti la riggina, er giorno appresso va ggiù da Maria e je dice che siccome ar fijo j'ereno piaciuti tanto li capellini, oggi che ppe' ppranzo voleva una pizza, lei je l'avessi fatta, che j'averebbe fatto tanto piace'. Maria allora se mette a fa' 'sta pizza, e drento je ce mette l'anello che j'aveva rigalato e' re a la festa da bballo. Abbasta; viè' la riggina, pija la pizza, la porta su dar fijo, e quello incomincia a mmagnà'.","#Testo tradotto#
Così tanto che quando il re se li stava a mangiare, ad ogni boccone non faceva altro che dire: - Mamma mia, quanto sono buoni, mamma mia, quanto sono buoni! E poi le disse: - E giacché sapete cucinare così bene, domani, per pranzo, fatemi una bella pizza. E la madre le rispose: - Giacché ti ho accontentato così bene, domani te la farò. Difatti la regina, il giorno dopo, va giù da Maria e le dice che siccome al figlio gli erano piaciuti tanto i capellini, oggi che per pranzo voleva una pizza, lei gliela facesse, che gli avrebbe fatto tanto piacere. Maria allora si mette a fare questa pizza, e dentro ci mette l'anello che il re le aveva regalato alla festa da ballo. Basta; viene la regina, prende la pizza, la porta su dal figlio, e quello incomincia a mangiare."
Roman,Gemini 2.5 - flash,literature,"Quanno Maria ha cominciato a impastà' la pizza, che cce mise ddentro, e che anello era?","Maria allora se mette a fa' 'sta pizza, e drento je ce mette l'anello che j'aveva rigalato e' re a la festa da bballo.","Quando Maria ha cominciato a impastare la pizza, cosa ci mise dentro, e che anello era?","Maria allora si mette a fare questa pizza, e dentro ci mette l'anello che le aveva regalato il re alla festa da ballo.","Tanto che quanno e' re se li stava a mmagnà', a 'gni boccone nun faceva antro che ddi': - Mamma mia, quanti so' bbôni, mamma mia, quanti so' bbôni! E ppoi je disse, dice: - E ggichè ssapete tanto bbene cucinà', ddomani, pe' ppranzo, fateme 'na bbella pizza. E la madre j'arispose, dice: - Giacchè t'ho ccontentato accusì bbene, domani te la farò. Defatti la riggina, er giorno appresso va ggiù da Maria e je dice che siccome ar fijo j'ereno piaciuti tanto li capellini, oggi che ppe' ppranzo voleva una pizza, lei je l'avessi fatta, che j'averebbe fatto tanto piace'. Maria allora se mette a fa' 'sta pizza, e drento je ce mette l'anello che j'aveva rigalato e' re a la festa da bballo. Abbasta; viè' la riggina, pija la pizza, la porta su dar fijo, e quello incomincia a mmagnà'.","#Testo tradotto#
Così tanto che quando il re se li stava a mangiare, ad ogni boccone non faceva altro che dire: - Mamma mia, quanto sono buoni, mamma mia, quanto sono buoni! E poi le disse: - E giacché sapete cucinare così bene, domani, per pranzo, fatemi una bella pizza. E la madre le rispose: - Giacché ti ho accontentato così bene, domani te la farò. Difatti la regina, il giorno dopo, va giù da Maria e le dice che siccome al figlio gli erano piaciuti tanto i capellini, oggi che per pranzo voleva una pizza, lei gliela facesse, che gli avrebbe fatto tanto piacere. Maria allora si mette a fare questa pizza, e dentro ci mette l'anello che il re le aveva regalato alla festa da ballo. Basta; viene la regina, prende la pizza, la porta su dal figlio, e quello incomincia a mangiare."
Roman,Gemini 3 pro - preview,literature,Come l'ha presa la madre der prence a la fine de la storia?,se contentò ch'er fijo se la sposasse,Come l'ha presa la madre del principe alla fine della storia?,Si contentò che il figlio la sposasse.,"La riggina se contentò ch'er fijo se la sposasse, e vvìsseno alegri e ccontenti. Co' ppani e ttozzi 'Na gallina verminósa, Evviva la sposa!","#La regina si accontentò che il figlio la sposasse, e vissero allegri e contenti. Con pani e tozzi. Una gallina verminosa. Evviva la sposa!#"
Roman,Gemini 3 pro - preview,literature,Come so' stati marito e moje dopo er matrimonio?,vvìsseno alegri e ccontenti,Come sono stati marito e moglie dopo il matrimonio?,Vissero allegri e contenti.,"La riggina se contentò ch'er fijo se la sposasse, e vvìsseno alegri e ccontenti. Co' ppani e ttozzi 'Na gallina verminósa, Evviva la sposa!","#La regina si accontentò che il figlio la sposasse, e vissero allegri e contenti. Con pani e tozzi. Una gallina verminosa. Evviva la sposa!#"
Roman,Gemini 3 pro - preview,literature,Che j'ha detto de fà er re a li fiji co' le palle d'oro?,annate in cima ar monte e ttiratele ggiù,Cosa ha detto il re ai figli di fare con le palle d'oro?,Andate in cima al monte e tiratele giù,"C'era 'na vorta un re che cciaveva tre fiji; e siccome voleveno pijà' mmoje tutt'e ttre, nun sapeva propio chi ddaje. Quant'un giorno e' re li chiamò e je disse: - A vvojantri; èccheve 'ste tre ppalle d'oro: annate in cima ar monte e ttiratele ggiù; innove 'ste tre palle se poseranno, llì scejerete quella che v'averete da pijà' ppe' sposa. Infatti li fiji de' re vvanno sur monte, e, ccome er padre j'aveva commannato, buttorno ggiù ognuno una de quele palle. Quant'ecchete che la palla der più ggranne entrò drento la bbottega de 'na fornara, quella der mezzano annò drent'a la bbottega de 'na macellara, e quella der più ppiccolo, che sse chiamava Nicolino, j'agnede drent'a un fosso. Li fratelli ppiù ggranni agnédeno subbito in queli siti innove ereno annate le palle, e ddisseno a le regazze che cc'ereno, che lloro se le sarebbeno sposate.","#Testo tradotto#
C'era una volta un re che aveva tre figli; e siccome tutti e tre volevano sposarsi, non sapeva proprio chi dare loro in sposa. Quando un giorno il re li chiamò e disse loro: - A voi; eccovi queste tre palle d'oro: andate in cima al monte e tiratele giù; dove queste tre palle si poseranno, lì sceglierete quella che dovrete prendere per sposa. Infatti i figli del re vanno sul monte e, come il padre aveva loro comandato, buttarono giù ognuno una di quelle palle. Ed ecco che la palla del più grande entrò nella bottega di una fornaia, quella del mediano andò nella bottega di una macellaia, e quella del più piccolo, che si chiamava Nicolino, finì in un fosso. I fratelli più grandi andarono subito in quei posti dove erano andate le palle, e dissero alle ragazze che c'erano, che le avrebbero sposate."
Roman,Gemini 3 pro - preview,literature,Indove è ita a finì la palla de Nicolino?,drent'a un fosso,Dove è andata a finire la palla di Nicolino?,Dentro a un fosso,"C'era 'na vorta un re che cciaveva tre fiji; e siccome voleveno pijà' mmoje tutt'e ttre, nun sapeva propio chi ddaje. Quant'un giorno e' re li chiamò e je disse: - A vvojantri; èccheve 'ste tre ppalle d'oro: annate in cima ar monte e ttiratele ggiù; innove 'ste tre palle se poseranno, llì scejerete quella che v'averete da pijà' ppe' sposa. Infatti li fiji de' re vvanno sur monte, e, ccome er padre j'aveva commannato, buttorno ggiù ognuno una de quele palle. Quant'ecchete che la palla der più ggranne entrò drento la bbottega de 'na fornara, quella der mezzano annò drent'a la bbottega de 'na macellara, e quella der più ppiccolo, che sse chiamava Nicolino, j'agnede drent'a un fosso. Li fratelli ppiù ggranni agnédeno subbito in queli siti innove ereno annate le palle, e ddisseno a le regazze che cc'ereno, che lloro se le sarebbeno sposate.","#Testo tradotto#
C'era una volta un re che aveva tre figli; e siccome tutti e tre volevano sposarsi, non sapeva proprio chi dare loro in sposa. Quando un giorno il re li chiamò e disse loro: - A voi; eccovi queste tre palle d'oro: andate in cima al monte e tiratele giù; dove queste tre palle si poseranno, lì sceglierete quella che dovrete prendere per sposa. Infatti i figli del re vanno sul monte e, come il padre aveva loro comandato, buttarono giù ognuno una di quelle palle. Ed ecco che la palla del più grande entrò nella bottega di una fornaia, quella del mediano andò nella bottega di una macellaia, e quella del più piccolo, che si chiamava Nicolino, finì in un fosso. I fratelli più grandi andarono subito in quei posti dove erano andate le palle, e dissero alle ragazze che c'erano, che le avrebbero sposate."
Roman,Gemini 3 pro - preview,literature,Che fecero l'artri ar fratello ppiù cciuco?,"incominciorno a mminchionà' er fratello ppiù cciuco, dicènnoje che sse fusse annato a ttrova la moje drent'ar fosso.",Cosa fecero gli altri al fratello più piccolo?,"Cominciarono a prendere in giro il fratello più piccolo, dicendogli che si andasse a cercare la moglie dentro al fosso.","Fatto questo, incominciorno a mminchionà' er fratello ppiù cciuco, dicènnoje che sse fusse annato a ttrova la moje drent'ar fosso. E Nnicolino infatti se n'agnede giù ar fosso e incominciò a ddi': - Chi cchiamo, che qui nun c'è gnisuno? Mo' cchiamo 'na ranocchia e bbôna notte. Infatti incominciò a cchiamà': - Rana, rana! Quant'ecchete che ddar fonno er fosso se senti' arisponne: - Chi è cche mme chiama?. Nicolin che ppoco t'ama. M'amerai quanno bbella me vederai. Che vvôi da me?. je domannò la ranocchia. E llui allora je disse ch'er padre volenno ammojà' li tre fiji, javeva dato 'na palla peròmo16 e cche la sua era ìta a ccascà' drent'a quer fosso. Dunque. dice. te so' vvienuto a ddì' cche ttu sei la me' spósa. E llei j'arispose, dice: - Va bbene; quanno me vòi, viemme a pijà'. Lui dice: - Sì.","#Testo tradotto#
Fatto questo, incominciarono a prendere in giro il fratello più piccolo, dicendogli di andarsi a cercare la moglie dentro al fosso. E Nicolino infatti se ne andò giù al fosso e incominciò a dire: - Chi chiamo, che qui non c'è nessuno? Adesso chiamo una ranocchia e buonanotte. Infatti incominciò a chiamare: - Rana, rana! Quand'ecco che dal fondo del fosso si sentì rispondere: - Chi è che mi chiama? Nicolino che poco ti ama. Mi amerai quando mi vedrai bella. Che vuoi da me? le domandò la ranocchia. E lui allora le disse che il padre, volendo maritare i tre figli, le aveva dato una palla di pomo e che la sua era andata a cadere dentro a quel fosso. Dunque, disse, ti sono venuto a dire che tu sei la mia sposa. E lei gli rispose, dicendo: - Va bene; quando mi vuoi, vienimi a prendere. Lui disse: - Sì.
#Testo tradotto#"
Roman,Gemini 3 pro - preview,literature,Che j'ha risposto la ranocchia quanno lui je disse che era la sposa sua?,"- Va bbene; quanno me vòi, viemme a pijà'.",Cosa gli ha risposto la ranocchia quando lui le disse che era la sua sposa?,"- Va bene; quando mi vuoi, vieni a prendermi.","Fatto questo, incominciorno a mminchionà' er fratello ppiù cciuco, dicènnoje che sse fusse annato a ttrova la moje drent'ar fosso. E Nnicolino infatti se n'agnede giù ar fosso e incominciò a ddi': - Chi cchiamo, che qui nun c'è gnisuno? Mo' cchiamo 'na ranocchia e bbôna notte. Infatti incominciò a cchiamà': - Rana, rana! Quant'ecchete che ddar fonno er fosso se senti' arisponne: - Chi è cche mme chiama?. Nicolin che ppoco t'ama. M'amerai quanno bbella me vederai. Che vvôi da me?. je domannò la ranocchia. E llui allora je disse ch'er padre volenno ammojà' li tre fiji, javeva dato 'na palla peròmo16 e cche la sua era ìta a ccascà' drent'a quer fosso. Dunque. dice. te so' vvienuto a ddì' cche ttu sei la me' spósa. E llei j'arispose, dice: - Va bbene; quanno me vòi, viemme a pijà'. Lui dice: - Sì.","#Testo tradotto#
Fatto questo, incominciarono a prendere in giro il fratello più piccolo, dicendogli di andarsi a cercare la moglie dentro al fosso. E Nicolino infatti se ne andò giù al fosso e incominciò a dire: - Chi chiamo, che qui non c'è nessuno? Adesso chiamo una ranocchia e buonanotte. Infatti incominciò a chiamare: - Rana, rana! Quand'ecco che dal fondo del fosso si sentì rispondere: - Chi è che mi chiama? Nicolino che poco ti ama. Mi amerai quando mi vedrai bella. Che vuoi da me? le domandò la ranocchia. E lui allora le disse che il padre, volendo maritare i tre figli, le aveva dato una palla di pomo e che la sua era andata a cadere dentro a quel fosso. Dunque, disse, ti sono venuto a dire che tu sei la mia sposa. E lei gli rispose, dicendo: - Va bene; quando mi vuoi, vienimi a prendere. Lui disse: - Sì.
#Testo tradotto#"
Roman,Gemini 3 pro - preview,literature,Pe' quale motivo chiameno la ppiù piccola?,perchè l'ajutasse a staccasse de llà,Per quale motivo chiamano la più piccola?,perché l'aiutasse a staccarsi di là,"Chiameno la ppiù ppiccola perchè l'ajutasse a staccasse de llà, quella scegne da lletto senza la camicia, va pe' aiutalle e cciarimase attaccata puro lei. Abbasta; tira, tira, nun ce furno santi che se potesseno staccà'; e je toccò a sta' llà tutta la notte. Quanno la mmatina se svejò er padrone de la bbanniera, lo pregorno che j'avesse fatto tanto er piace' de staccalle de llà; ma quello senza nemmanco daje udienza, come si nun fusse stato fatto suo, prese la bbanniera co' quelle tre regazze attaccate, se le incollò le coprì cor su' mantello, e ffece marco sfila. Ma siccome er mantello era troppo curto, er culetto de quella ppiù ppiccola, era rimasto in mostra.","#Testo tradotto#
Chiamarono la più piccola perché l'aiutasse a staccarsi da lì, quella scese dal letto senza la camicia, andò per aiutarle e ci rimase attaccata anche lei. Insomma; tira, tira, non ci furono santi che potessero staccarsi; e dovettero stare lì tutta la notte. Quando la mattina si svegliò il padrone della bandiera, lo pregarono che gli facesse il piacere di staccarle da lì; ma quello senza nemmeno dargli udienza, come se non fosse stato affar suo, prese la bandiera con quelle tre ragazze attaccate, se la strinse addosso, le coprì con il suo mantello, e dette l'ordine di sfilare. Ma siccome il mantello era troppo corto, il culetto di quella più piccola era rimasto in mostra."
Roman,Gemini 3 pro - preview,literature,Che se vedeva dato che er mantello nu n'era lungo abbastanza?,"er culetto de quella ppiù ppiccola, era rimasto in mostra",Cosa si vedeva dato che il mantello non era lungo abbastanza?,"Il culetto di quella più piccola, era rimasto in mostra","Chiameno la ppiù ppiccola perchè l'ajutasse a staccasse de llà, quella scegne da lletto senza la camicia, va pe' aiutalle e cciarimase attaccata puro lei. Abbasta; tira, tira, nun ce furno santi che se potesseno staccà'; e je toccò a sta' llà tutta la notte. Quanno la mmatina se svejò er padrone de la bbanniera, lo pregorno che j'avesse fatto tanto er piace' de staccalle de llà; ma quello senza nemmanco daje udienza, come si nun fusse stato fatto suo, prese la bbanniera co' quelle tre regazze attaccate, se le incollò le coprì cor su' mantello, e ffece marco sfila. Ma siccome er mantello era troppo curto, er culetto de quella ppiù ppiccola, era rimasto in mostra.","#Testo tradotto#
Chiamarono la più piccola perché l'aiutasse a staccarsi da lì, quella scese dal letto senza la camicia, andò per aiutarle e ci rimase attaccata anche lei. Insomma; tira, tira, non ci furono santi che potessero staccarsi; e dovettero stare lì tutta la notte. Quando la mattina si svegliò il padrone della bandiera, lo pregarono che gli facesse il piacere di staccarle da lì; ma quello senza nemmeno dargli udienza, come se non fosse stato affar suo, prese la bandiera con quelle tre ragazze attaccate, se la strinse addosso, le coprì con il suo mantello, e dette l'ordine di sfilare. Ma siccome il mantello era troppo corto, il culetto di quella più piccola era rimasto in mostra."
Sicilian,Gemini 2.5 - flash,literature,Chi s'arricunta a l'iniziu dâ storia?,"un patri, e avίa 'na figghia chi si chiamava Rusidda",Di chi si parla all'inizio della storia?,"Un padre, e aveva una figlia che si chiamava Rosidda","Na vota s'arricunta ca cc'era un patri, e avίa 'na figghia chi si chiamava Rusidda, e la mannava a la scola nni 'na maistra; pirchì a la casa nun avίa a nuddu
Sta maistra avίa un àstracu, chi vinia a facciu di lu Re
Stu Re avίa un figghiu, ch'affacciava spissu spissu 'nta stu pitterra
'Na jurnata s'attruvò a 'ffacciri Rusidda e cantava nto nto ron tò! nto nto ron tò! e lu Riuzzu cci spijau:
Rusidda ntontorontò, Quantu pampini cc'è 'nta lu basilicò? Rusidda 'un cci sappi arrispunniri: e si nni iju nni la maistra, confusa
La maistra cci dissi:
Chi hai?","#Testo tradotto#
Si racconta che una volta c'era un padre, e aveva una figlia che si chiamava Rosina, e la mandava a scuola da una maestra; perché a casa non aveva nessuno.
Questa maestra aveva un terrazzo, che dava sulla casa del Re.
Questo Re aveva un figlio, che si affacciava molto spesso su questo balconcino.
Un giorno si trovò ad affacciarsi Rosina e cantava nto nto ron tò! nto nto ron tò! e il Principino le chiese:
""Rosina ntontorontò, quante foglie ci sono nel basilico?"" Rosina non seppe rispondere: e se ne andò dalla maestra, confusa.
La maestra le disse: ""Che hai?""
#"
Sicilian,Gemini 2.5 - flash,literature,Chi dumanna fici lu Riuzzu a Rusidda?,Quantu pampini cc'è 'nta lu basilicò?,Quale domanda fece il Reuccio a Rosidda?,Quante foglie ci sono nel basilico?,"Na vota s'arricunta ca cc'era un patri, e avίa 'na figghia chi si chiamava Rusidda, e la mannava a la scola nni 'na maistra; pirchì a la casa nun avίa a nuddu
Sta maistra avίa un àstracu, chi vinia a facciu di lu Re
Stu Re avίa un figghiu, ch'affacciava spissu spissu 'nta stu pitterra
'Na jurnata s'attruvò a 'ffacciri Rusidda e cantava nto nto ron tò! nto nto ron tò! e lu Riuzzu cci spijau:
Rusidda ntontorontò, Quantu pampini cc'è 'nta lu basilicò? Rusidda 'un cci sappi arrispunniri: e si nni iju nni la maistra, confusa
La maistra cci dissi:
Chi hai?","#Testo tradotto#
Si racconta che una volta c'era un padre, e aveva una figlia che si chiamava Rosina, e la mandava a scuola da una maestra; perché a casa non aveva nessuno.
Questa maestra aveva un terrazzo, che dava sulla casa del Re.
Questo Re aveva un figlio, che si affacciava molto spesso su questo balconcino.
Un giorno si trovò ad affacciarsi Rosina e cantava nto nto ron tò! nto nto ron tò! e il Principino le chiese:
""Rosina ntontorontò, quante foglie ci sono nel basilico?"" Rosina non seppe rispondere: e se ne andò dalla maestra, confusa.
La maestra le disse: ""Che hai?""
#"
Sicilian,Gemini 2.5 - flash,literature,Chi fici fari lu patri doppu aviri accattatu lu megghiu cavallu?,fici fari 'na cintura tutta un pezzu d' oru,Cosa fece fare il padre dopo aver comprato il miglior cavallo?,"Fece fare una cintura tutta d'oro, in un pezzo unico.","Assira mi curcavi nni la maistra , e fici 'na nuttata di vutàrimi e svutàrimi, chi cridia ch'eranu purci e cimici; ma la cosa 'un era chista: ch'era lu Riuzzu chi mi 'ncuitava
Zittu, figghia mia
cci dici lu patri
ca ora pensu io, chiddu ch'hê fari
Accatta lu megghiu cavallu chi cci puteva essiri , e poi fici fari 'na cintura tutta un pezzu d' oru
Pigghiati sta cintura, mèttiti a cavallu, e avi' a jiri a passiari sutta lu palazzu di lu Re
Accussì fici Rusidda: si misi a cavaddu, e dda cintura 'mmanu, e a gridari:
A cu' vasa lu culu a la mè mula, Io ci dugnu sta bella cintura!","#Testo tradotto#
Ieri sera mi coricai nella camera da letto, e passai una notte a voltarmi e rigirarmi, che credevo fossero pulci e cimici; ma la cosa non era questa: era il Reuccio che mi inquietava.
""Zitta, figlia mia,""
le dice il padre,
""che ora penso io a quello che devo fare.""
Comprò il miglior cavallo che ci potesse essere, e poi fece fare una cintura tutta d'oro massiccio.
""Prendi questa cintura, mettiti a cavallo, e devi andare a passeggiare sotto il palazzo del Re.""
Così fece Rosina: si mise a cavallo, e quella cintura in mano, e a gridare:
""A chi bacia il sedere alla mia mula, io gli do questa bella cintura!""#"
