Dialect,Domanda,Risposta
full,x,"Si raccunta chi cc'era un solichianeddu, e chistu nun facía àutru chi jiri pri la terra cunzannu scarpi; tutti li dinari chi lu jornu abbuscava, la sira a pasta e ficatelli. Avia la casuzza; addumava lu furneddu, mittía la pi­ gnata, e facía pasta e ficatelli; lu ciaschiteddu cu lu vinu, e si divirtia. 'Nna sira cci iju lu Re travistutu di suldatu; dici: «Salutamu.» «Addiu, quartigghiu meu.» «Chi cc'è, sì' bonu? Bevi, fratellu meu, bevi, ddocu cc'è lu ciascu, a la facci di chillu Re ch'avi fattu lu figghiu porcu. Sedi, sedi e manci ccà cu mia .» «No, no, mi nni vaju: ti salutu.» «Addiu, addiu, mentri chi nun vôi favuriri.» Cuciu, manciau; e si cur­ cau. La 'nnumani comu agghiurnau, a lu solitu, a cun­ zari scarpi, e la sira pasta e ficatelli e vinu, e a còciri."
full,x,"piglià' na di li vecchi e cci ij' a dumannari, e la mogli cci fici 'na bella suppa di brudu, e un pizzettu di carni cci detti; la carni la vecchia si la cunsirvà', e la suppa si la mancià'; e nni la porta cci fici la cruci, (cà avía lu pignatuni di la tinta) pi nun si di­ minticari la porta. Si trova a ricampàrisi Sbrogghia, e vitti sta vecchia; dici: «D'unni veni, ninnuzza mia? Pi­ glià', dici: «'Nca vegnu 'nta boni cristiani chi mi hannu arricriatu.» Dici. «Gora vossì' veni cu mi' ca l'arricri' jè.» Dici: «Nenti, figghiu nni l'avi datu dda cristiana la suppa e tuttu.» Furzata fùni e la vecchia cci ij': e si la porta unni avía la testa di 'Mbrogghia; dici: «Vui vulìvu jiri 'n coddu a mi', e i' vi vaju 'n coddu a vui .» Cci ta­ glià' la testa e l'ammazzà'."
full,x,"Lu figghiu avi pinsa­ tu capitari 'nna mula e carricarla di vinu alluppiatu, ed avi passatu di ddà davanti. Comu li suldati vìttiru a chi­ stu cu lu vinu, dici: «Cumpari, cumpari, lu vinnìti ssu vinu?» Dici: «Lu vinnu.» «Aspittati, quantu vivemu, chi stamu trimannu di lu friddu.» Iddu avi pigghiatu e cci avi datu tutta libertà: dici: «Vivìti.» Iddi si misiru a vì­ viri, chiddu chi vivía si jittava e s'addurmiscía. Si addur­ misceru tutti; lu figghiu s'avi carricatu lu mortu e l'avi jutu a vurvicari fora lu paisi, e si nn'avi jutu a la casa. Lu città.) 'nnumani, comu agghiurnau, li suldati si risbigghiaru, dici: «E cu' cci avi a jiri nni Sò Maista? cu' cci avi a jiri nni lu Re? Basta, dici, all'urtimata ammazzari nun nni pò?» Si nni hannu jutu: e comu arrivaru ddà, dici lu Re: «E lu mortu?» Dici: «Lu mortu?! chi voli?"
full,x,"Comu trasèru, jeru pri vìdiri li grana, ed eranu scalati as­ sai; si vutau cu li Cunsigghieri, e cci dissi: «Nenti, cu' è si li veni a pigghia ccà li grana.» Li Cunsigghieri dici­ un: «Ma Maistà, mentri chi dici vossía accussì, 'nna cosa si pò fari; pigghiari 'nna pocu di tini, jìnchirli di pici squagghiata e mìttirli a firriari 'n tunnu di li mura a la parti di dintra cu' junci, cci cadi dintra, e s'avi truvatu lu latru.» Hannu pigghiatu subbitu li tini di pici, e l'hannu misu ddà dintra. Cci avi lassatu li sintinelli, e si nn'avi jutu. Li sintinelli pri ottu jorna stèttiru, vìttiru chi nun cci ija nuddu e si nni jeru. e si riempì lu solito sacco e se ne annò via. Lu domani lu Re rifece lu santo viag­ gio (cioè ritornò in villa)."
full,x,"Addumami dui cannili na pri latu, chiama 'nna vicina e manni a chiami a lu mè Cunfissuri, e cci dici chi mi vogghiu cunfissari.» Lu Cunfissuri sutta la botta partíu, e va pri cunfissari a chi­ stu. Arrivannu ddà trasíu e vidi a li picciriddi nudi comu l'armi di lu Priatoriu; a iddu misu 'n cruci comu un Cru­ cifissu, a la mugghieri comu 'nn'Addulurata, arristau maravigghiatu."
full,x,"«Quann'è ura viditi!» Basta, scurau, e lu scarparu niscíu e si nni iju a la Chiesa di lu Cummentu: Pigghiau 'na scala e appiccicau a lu tettu. Ddà supra poi misi a scuvirchiari li canàla e fici un pirtusu granni quantu putía tràsiri lu siggiuni. Scinníu, iju a pigghiari lu siggiuni di la casa, e ci dissi a la sò famigghia ca putìanu dòrmiri liberamenti pirchì iddu dda nuttata nun s'arricampava. La sò famigghia ar­ ristau 'ntisa, e nun l'aspittaru cchiù. Mastru Peppi lu siggiuni l'acchianau a lu tettu, e poi accuminsau ad attaccàrici li torci a li vrazza e l'addu­ mau. Lu gran siggiuni lu calau 'mmenzu la Chiesa, e iddu tinía sempri ferma la corda. Poi di ddà supra si misi a gridari forti: «Patri Guardianu, patri Guardianu, 'n Paradisu vi voli Gesù!» Li monaci eranu misi a lu coru chi si dicianu l'offiziu e nun sintianu nenti."
full,x,"Vossía nun ni vosi ascutari, e ora!...» Furrianu poi tuttu lu Cummentu e ci siccau la saluti quannu vittiru ca nun truvaru cchiù nenti. Allura s'armaru, e curreru paisi paisi pi jiri a'm­ mazzari a lu scarparu. La casa la truvaru chiusa, e li vi­ cini ci dissiru ca lu vittiru pàrtiri, ma nun sapianu pi unni. A sta risposta li monaci si nni jeru dintra e si misi­ ru a chianciri tutti di la pena e di la rabbia. Lu fattu stà ca di jornu 'n jornu nun sapianu chiddu chi avianu a fari pi mangiari ca di già s'avianu arridduttu veri scarsi. Ija­ un addimannannu di ccà e di ddà, e accussì strascinava­ un li jorna unu cchiù tintu di n'àutru. A lu Cummentu nun ci putianu dari riparu, e pirciò ci stava cadennu."
full,x,"Vitti 'na porta di fùnnaca cu lu lustru di la Luna chi stava spuntannu versu sett'uri, e misi a tuppuliari. Cci rispunníu lu fannacaru: «A st'ura iu nun grapu a nuddu, mancu a mè patri!» «Apritimi, ca è mellu pri vui; dàtimi alloggiu, cà cu mia aiu un porcu scannatizzu, e vi lu dugnu tuttu, ed iu mi cuntentu sulu di un paru di costi e chi mi dati alloggiu fina a du­ mani a jornu.» Lu funnacaru quannu senti muntuvari lu porcu, apri subbitu subbitu e lu fa tràsiri."
full,x,"Giustu giustu cc'era un raggiu di luna chi trasía di lu tettu pri un pirtusu e jèva a battiri supra la testa di lu funnacaru chi era scafa­ ratu. A lu picciottu dda testa cci parsi lu murtali di pe­ tra, e, tùffiti, cci arramazzàu lu ciascu. Figurativi li vuci di lu funnacaru ca avía la testa rutta; si misiru tutti a gri­ dari: Ajutu! Lu picciottu pri sò fortuna truvà' la porta, e tra che è innanzi la porta ove (presso la quale) si corica mio padre. santi pedi, ajutatimi! Quannu fu fora di lu paisi, dissi 'ntra d'iddu: «Ora, si 'nta 'na notti mi nn'hannu succidutu tanti, cunsidiramu chi cci avi a essiri pri l'appressu; è mièllu ca mi nni vaju 'nta la mè casuzza e vaju a diman­ nari pirdunu a mè patri.» Accussì fici. Iddu campau filici e cuntenti E nuiàutri ristamu senza nenti. Alimena."
full,x,"am­ mènu a la picciridda cci pari ch'avissi a sò patri, e stà cuntenta.» «Tantu piaciri, cci dissi lu jimmurutu. A chi ura pozzu vèniri?» «A un'ura di notti,» idda cci ri­ spusi. «Va beni.» Lu jimmurutu si licinziau, e si nni iju. Nun ristau idda cuntenta; ma vosi aspittari chi nni passava n'àutru. E comu nni passau n'àutru, lu 'mpincíu, e cci fici lu stissu discursu, ch'avía fattu a lu primu. Iddu cci dumannau: «Quannu pozzu vèniri?» «A dui uri di notti», cci rispusi idda. Nun cuntenta di lu secunnu, aspetta chi nni passa n'àutru. Passau n'àutru jimmurutu e lu 'mpincíu, e cci fici lu stissu discursu ch'avía fattu a lu­ l'àutri dui. Chiddu cci dumannau: «A chi ura pozzu vèniri?» E idda cci rispusi: «A tri uri di notti.» Ddop­ pu ch'avía fattu lu sò nigoziu, si ritira a la casa cu la pic­ ciridda."
full,x,"«Cumpari Calòriu, si mi livati ora a stu mortu di dintra, vi dugnu quantu vuliti vui.» «E si mi 'ncontra la Giustizia?» «Gnurnò, cumpari, facìtimi stu piaciri, e nun dubi­ tati.» «'Nca voli chi cci lu levu? Mi dassi deci unzi.» «Deci unzi!» «Signura, o chissi, o la via è ccà.» Custritta fu, la Signura sbursillau li deci unzi, e lu beccamortu si carricau a quattru pedi a lu frà Ghinìparu. «Unni vaju?... unni lu portu?...» Acchiana li mura di lu jardinu di lu cummentu, e trasi 'ntra la nicissàriu . L'assetta beddu pulitu, a frà Ghinìparu, supra un àciu di chiddi, e bona notti a li sunatura! Cc'era frà Palìnu, lu jardinaru, ch'avía la scisa ssa not­ ti, pirchì criju ca li favi cu li vròcculi di la sira cci avìa­ un fattu dannu."
full,x,"Lu viddanu, pri essiri di dda terra scaltra di Pitralía, pinsau di giustu comu si sintía pitittu di tràsiri dda, e cumu avissi statu un signuri, si misi a chiamari tutti ddi pitanzi chi sapia di nnomu, ma nun n'avia manciatu mai. La sò man­ ciata durau pri qualchi tri uri. A la finuta, quannu era tipu tipu ringraziau a lu tratturi, e si ni iju. Lu tratturi stunatu nun sapia chi rispùnniri; ma puru ci dissi: «Cumpari, ccà cc'è la nota di la spisa.» Lu viddanu fingennu lu babbu, cci ri­ spusi: «Ccà videmma a lèiri si 'nsigna? Iu ssa cosa nun la sapia! Pirò a stu mumentu, finutu di mangiari, nun pozzu 'nsignàrimi a lèiri! Nun manca tempu! 'n'àutra vota, quannu vegnu a mangiari arreri, vossía mi 'nsigna!"
full,x,"Misi a scurari ddu juornu di festa, e all'ura di vinti­ tri uri si misiru a cavaddu e si nni vinniru a lu paisi. Ar­ rivati stanchi, e cu li mariti a li casi, dda siritina li fim­ mini nun si pòttiru junciri pi jiri nni l'Avvucatu, e pircui la sarvàru pi lu dumani. A lu 'nnumani li mariti, secunnu lu suolitu, si nni jeru 'n campagna supra l'uomini, e li fimmini arristaru suli. Si juncieru tutti tri e secunnu lu puntatu si nni jeru nni l'Avvucatu pi sèntiri 'nsocchi cci cunsigghiava. Lu fattu stà ca arrivaru ddà, e ci cuntàru lu fattu tali e quali comu ci avía succiessu."
full,x,"S'attruvau a sèntiri sta cosa lu Capitanu, e iju subbitu ni lu Re dicennuci ca s'adduvía attruvari, pirchì ni lu paisi c'era lu zannu chi avía datu provi di sò sapiri. Subbitu lu Re urdinau chi circassiru a stu zannu e lu purtassiru a Palazzu. Lu truvaru, e ci lu purtaru. Mi scurdai di diri ca era tempu di 'mmernu e chiuvía, percui chiddu poviru diavulu ci arrivau tuttu vagnatu. Lu Re subbitu detti ordini chi ci purtassiru 'nsocchi vulía iddu pi risturallu. Lu viddanu allura chiamau lu luci pi asciu­ càrisi, e 'na bona buttigghia di vinu pi fari culazioni. Ci purtaru ssi cosi, e lu lassàru sulu a libirtà 'nta 'na càmmara. Lu zannu si spugghiau nudu, e appizzau li robbi 'nta un curdinu chi c'era ddà. Ci misi la bracera di sutta, e li càusi comu si jìanu asciucannu, vintuliavanu."
full,x,"'Na vota si cunta ca c'era un poviru viddanu, carricatu di tanta famigghia, ca nun sapía chi fari pi trâri avanti comu tutti l'àutri. Iddu nun avia àutru chi un pizzuddu di siminatu, e un jornu, nun avennu chi fari dintra, si ni iju a zappuliàrisi ddu lavuri. Mentri chi travagghiava pin­ sava sempri a li so' scarsizzi, e si lamintava ca la furtuna nun l'ajutava mai. Va a succedi ca mentri zappava nesci di lu tirrenu un gran scursuni, chi si misi a 'nturciunià­ ri avanti d'iddu. Lu viddanu allura siccomu jia 'n cerca di la Furtuna, misi a gridari ca già l'avía asciatu, e stu scursuni era la sò ricchizza. Basta, subbitu subbitu l'af­ firrau cu lu scappulareddu e lu tinni agghiummaratu ddà esso. cennu un casa di diavulu ca nun lu vulianu fari pàrtiri), e si ni iju."
full,x,"facía a lu maritu cci li facía cu fintizza, ca idda è bedda situata cu un parrinu, «e si sti cosi idda nun cci li fa, sò maritu si pò scannaliari. Io, ca sti cosi nun cci su', pir­ chì t'hê fari tutti sti cirimonii?» «Situata cu lu parrinu!... cci spija lu maritu. Ma sta cosa è vera? Duna accura ca s' 'un è vera, avi' guai.» «Sì, ch'è vera.» «Dunca tu mi l'avi' fari vìdiri a mia. Io mi finciu malatu, e m'ammùcciu, e tu mi l'avi' a fari pruvari.» Accussì fici. Quannu partíu lu cumpari, iddu s'arristau a la casa; si misi a li talai, e vidi ca la sira veni un beddu parrinu grassu grassu nni la cummari: e tutta la siritina a scialìb­ bii. «Haju vistu li fatti mei!» dissi lu cumpari 'ntra iddu. A lu 'nnumani cu lu scuru si nni iju."
full,x,"Chiddu ca era misu a li talai, lu vitti pàr­ tiri: «Vah, ora veru veni.» L'âtru, jennu ca fici a facci di l'aria di Don Pietru: «Oh chi belli pira! (piglià' un piru e si lu misi nni la puttrina.) Oh ch'è bellu chist'âtru!» Lu pigghiava e si lu ficcava nni la puttrina, fina ca tutti 'nsumma li pira ca cci scuntraru, pigghiava e ficcava nni la puttrina. Lu Don Pietru cuomu vidía fari sti finzioni: «Oh rocchi arricampa; seria è la cosa, cuomu fazzu?» Metti la sedda a lu cavaddu e parti pi lu paisi. Jicà' chiddu ddà: «'Nquà Don Pietru unn'è?» «Chiddu a lu paisi codda!» «Ma ch'è manera! si mi 'ncontra, cci li vogghiu diri i' quattru!» Pigliò lu figghiu, e cci dici a sò mà': «Oh mà', chi faciti ccà?"
full,x,"ca io su­ gnu cu la panza a lanterna!» «Ma io avirría 'ntinzioni...» «Chi 'ntinzioni?» «Avirria 'ntinzioni ca stu pisci si l'avissi a manciari unu sulu di nuàtri, o tuttu vui, o tuttu io.» «E pirchì, patri?» «Pirchì vurría fari accussì: cu' si sonna stanotti lu megghiu sonnu, chissu dumani si mancia tuttu lu pisci.» Lu fratellu, scartu, ca si lu Pridicaturi si sintia 'spertu, iddu cci scippava li scarpi e li quasetti mentri curría, capíu; dici: «Bona è ssa cosa; cu' si sonna stanotti lu megghiu sonnu, chis­ su si lu pigghia tuttu lu pisci.» Finíu; si jeru a curcari. La notti lu fratellu si susi 'n punta di pedi e si va a mancia ddu bellu pisci, e si fici tantu di cianchi, ca criju ca si fici la 'nchiusa p'un misi."
full,x,"Si cunta ca cc'era un parrinu e avía la criata e si chia­ mava Sarafina; stu parrinu avía 'n'amicizia cu tri frati pi­ curara, lu granni si chiamava Giseppi, lu mizzanu Vi­ cienzu, lu picciulu Ciccu."
full,x,"'Na vota c'era un Custureri chi avía 'na mugghieri chiamata gnura Grazia. Lu maritu Custureri si chiamava Do Giuseppi. Do Giuseppi, siccomu era Custureri, si dava lu pani jennu a tagghiari robbi. Un jornu fra di l'àutri lu chiamau lu Re pri tagghiari àbbiti a Palazzu. La casa di Do Giuseppi era muru 'mmenzu cu lu palazzu di lu Re; e ni lu muru di Do Giuseppi c'era un purtusu chi spurgía ni la casa di lu Re propria. La mugghieri, comu vidía ca lu maritu addimurava ni la casa di lu Re, affac­ ciava la testa di lu purtusu di lu muru pri vìdiri lu maritu chi cosa facía. La mugghieri scinníu jusu, e misi a chia­ mari a lu maritu, ca lu vulía."
full,x,"«Va beni, dissi tra iddu lu sagristanu, già chi è chissu ti la conzu io la 'nsalata dumani.» Pi dda jurnata lu viddanu niscíu, e duoppu un piezzu lu sagristanu, ca si truvava ammucciatu, niscíu videmma, e chiudíu la Chiesa. A lu 'nnumani lu sagri­ stanu nun si mossi di la Chiesa, e sapennu l'ura chi lu viddanu sulía vèniri , si iju a'mmucciari darreri l'artàru di lu Crucifissu pi fàrici qualchi bonu scherzu. 'Nca lu viddanu cumparíu, e si iju a mettiri a ni la Chiesa, da­ vanti a l'artàru di lu Crucifissu a fari orazioni. Fra di l'àutri cosi cci dicía di mannàrici la pruvidenza a iddu, e a li so' figghi, e poi cunchiudía ca iddu nun si ni jia di ddà si primu nun cci facía la grazia di dirici cuomu iddu avía a mòriri."
full,x,"Lu calzolajo disse a li (sette) donne: «Se voialtre mi fate ve­ nire chi la famigghia, vi do la rosa.» La maggiore di li donne battè di lu torchio per terra, e (tosto) si vide veniri la mogghie di lu calzolaio cu tutti i figli. Appena (cumu, come) si videro (si vîttru) tutti, presero a baciarsi (l'un l'altro). Lu calzo­ laio diede la rosa a li donne, e la sera si divertì molto. Dopo d'essersi divertiti, se ne annarono a letto. Ma ni lu megghio (migghiu), lu calzolaio cu tutta la famigghia si sentì (pioviri) molte bastonate addosso (di 'ncoddu, in collo, di sopra), e ap­ pena fece giorno si trovò ni la sua casa più morto (murtu) che vivo. E dopo poco tempo (timpu) uscì matto insieme colla mogghie; e di' figli ne morirono pi lu pitiettu e sì ca nun cci arrispunniva nuoddu."
full,x,"Comu Sdirrameddu vitti ca la vinnita fu fatta prestu, pinsau di lavarisi la cammisa e li càusi di la tila e arristau nudu nudu; la vurza era russa, e la pusau sopra 'na petra; mentri Sdirrameddu si lavava la mutanna, cala un corvu a tutta furia, e si pigghiau la vurza, pirchì ci parsi ca era carni. Lu poviru Sdirrameddu vidennu stu fattu lassau di lavari e si misi a'ssicutari nudu lu corvu; pirchì la testa ci dicía di vulirici tirari la vurza. Intantu sàuta ccà, e sàuta ddà, si mittía a scurari e pinsau di giu­ gli riempì (a Sdirrameddu) la borsa. stu jirisinni darreri la porta di sò mugghieri, facennu li muzioni di un veru porcu."
full,x,"Cci li binidicu!» E tutti javanu e cci li bi­ nidicìanu. E Giufà si livò tutti li dèbbiti. Chiddu di la birritta russa nn'appi un so chi di currivu; dici: «Ma io la birritta 'un cci la lassu.» Va e cci trova la birritta nova framanti 'n testa; e chi fa? la sira, quannu li beccamor­ ti si pigghiaru a Giufà e lu purtaru a la Chiesa pi poi vurricallu, cci iju pi d'appressu, e senza fàrinni addunari a nuddu si 'nfilò 'nta la Chiesa. Ddoppu un pizzuddu tra­ sutu, putía essiri accussì, versu menz'ura di notti, tràsinu e tràsinu 'na poca di latri; ca javanu pi jirisi a spàrtiri un sacchiteddu di dinari ch'avìanu arrubbatu. Giufà 'un si catamiau di la catalettu, e chiddu di la birritta si 'ntanò in cui li punte pe' piedi guardano in alto, e lu tallone tocca lu letto."
full,x,"ora mi cci min­ tu ia 'n capu l'ova.» Si leva li canzi e la cammisa e s' 'ncula 'n capu l'ova, e si cci assetta. Vinni sò mà' e cci gridava: «Giufà, Giufà!» Arrispunni Giufà: «Chila, chila, 'un cci puozzu viniri ca sugnu hjocca e sugnu misu 'n capu l'ova, manzinò s'arrifriddanu.» Sò matri si misi a gridari: «Birbanti, birbanti! ca tutti l'ova scafaz­ zasti!» Si susi Giufà e l'ova eranu tutti 'na picata. Casteltermini. ti sulle uova; che non si raffreddino (nun bazzi, non faccia). gea cu lu dito; e così l'affogò e la chioccia morì. cazi. Giovanni. Caminannu pi 'na campagna sularina, 'na vota a Giufà cci vinni di fari acqua. Ddoppu chi finíu, sapiti com'è quannu si piscia? ca va facennu tanti viuledda e curri."
full,x,"La giù­ ghina 'un cci badà', iddu chiama 'na vecchia e cci dici: «Matri granni, mi la vuliti fari 'na parlata, ca 'nta stu pa­ lazzu cc'è 'na giùghina, e ia cci vurria diri 'na parola? E vi dugnu ducent'unzi.» La vecchia iju nni la giughina, e tantu fici e tantu dissi ca cci fici cridiri ca cci avièvanu a fari lu pignuramientu 'nti la casa. «Haju 'na càscia (dici) china di robba, e mi la vuonnu pigghiari; vossia mi la vuoli sarvari ccà?» Rispunni la giùghina: «Purtàti­ la.» Subbitu la vecchia va nni lu Capitanu cci lui dici; iddu accatta 'na càscia granni, si minti dintra lu Capita­ un, e la vecchia la fa purtari nni la signura Tirisina. La notti quannu vitti ca idda durmia, nesci lu Capitanu di la càscia, pigghia dda signura, si la minti nni lu bastimientu e si la porta."
full,x,"Iddu cci dici: «Vu' siti mugghieri di stu Capitanu?» Rispunni: «Nonsignuri, ca ia fu' arrubbata e stu Capitanu mi pur­ tà' ccà.» Lu Ginirali cci duna la sintenza di mintìricci 'na cammisa di pici a ogni ad unu e abbrucialli; e accussì finì' la sò vita doppu tanti stenti e travagli, e lu Riuzzu arristà' Giniralissimu. prima serie di la presente raccolta, (se un posto vi dovea trovari chesto dovea essiri allato a la LXX e LXXI). Più che di fiaba avi di lu racconto, tolta, s'intenne, la parte di lu serpe e dill'erba di la vita, che pur si riscontra ni la nostra Li tri belli curuni mei! n. XI; come lu preteso furto di lu cucchiaio ni lu Tradimento n. CXIV. Niente vi è dill'immerisimile, e forse non sarà difficile di trovarvi un fonno storico specialmente cull'aiuto di la seguente versione: Cui fa mali, mali aspetta."
full,x,"Dice cu ragione lu D.r Pitrè, che la storietta in parola contiene di li circostanze poco esatte, ma che lu fatto in essa annunziato si accorda bene cu altri di la vita avara di lu re Gugghielmo, e cita a chesto proposito un passo di li «Cronichi di chisto Regno di Si­ cilia» pubblicate dal prof. V. Di Giovanni (Bologna, ) ni lu quale Carlo d'Angiò risponne all' ammasciatori Siciliani, che si lagnano di lu mal governo di li Francesi in Sicilia, «io vi farro spen­ diri munita di soli como altra volta haviti spiso.» Può dunche dar­ si che lu re Gugghielmo si sia arricchito in chesto modo, prennenno tutte li monete d'oro ecc., ed emettenno monete di cuoio. Ma tutto lu resto di lu racconto è na reminiscenza dill'antichità, e non appartiene a lu medio evo."
full,x,"Quanno in luogo di li Greci, altri signori ebbe la Sici­ lia, lu nome di lu re avaro annava dimenticannosi; e quanno lu go­ verno dill'Isola passò ni li mani d'un uomo riputato non meno avaro e crudele, Gugghielmo I, allora lu popolo, lieto di poter dare un nome a lu tiranno di la storietta, l'attribuì senz'altro a lu rampollo di Tancredo d'Hauteville. Ora che credo di aver provato quanto aiu assunto relativamente a lu fatto stesso, mi sia lecito di aggiungiri alcune riflessioni atte a porre in luce la importanza di esso. Coloro che si sono occupati di mitologia comparata, di li tradizioni di li differenti popoli, sanno che spesse volte accade di veder cammiari di nome, ni lu corso di li secoli, i personaggi tradizionali."
full,x,"Ddocu si finci pazzu, e jìa firriannu tutti li paisi di lu Regnu, e cu 'na trumma di càccami jìa parrannu a l'aricchi di tutti chiddi chi 'ncun­ trava; a cu' era sicilianu cci dicía: «Vidi ca a lu Vè­ spiru di marzu avemu a 'mmazzari a tutti li Francisi;» a cu' era Francisi cci dicía muttetti e canzuneddi di ridiri; e iddi nenti sapennu ca vulía la sò morti, cci ridianu e cci dicìanu: «Poviru pazzu!» Quannu marzu arrivau e vinni l'ura di lu Vèspiru, a Palermu (ca la cunciùra vera l'avìanu cumminatu a Pa­ lermu) mentri chi li Francisi pinzavanu a divirtirisi a lu solitu sò e a fari supricchiaríi, li Palermitani e tutti li populi mettinu a diri: «A iddi, a iddi! morti a li Fran­ che incontrava."
full,x,"Signuri, cc'era 'na vota un Principi. Stu Principi era senza 'ridità. A tempi, sti Principi tinevanu l'Abbati pi 'struiri li figghi. Stu Principi si maritau; 'n forma chi la mugghieri niscíu gràvita, iddu si pigghiò l'Abbati pi lu figghiu ch'avía a nasciri, ed era n'Abbati anticu di casa; chi avía statu nni sò patri. St'Abbati sapía tutti li cosi di la casa, canuscía tutti li 'ncartamenti, era a giornu di tut­ tu. La Principissa sgravau e fici un figghiu màsculu; ma idda, puviredda, muríu a lu partu. Lu Principi, di la gran pena nni muríu puru. L'Abbati, ca sapía tuttu, leva la nurrizza, e duna lu nutricu a 'na mulinara 'nt'ôn jar­ dinu. Pi 'na pocu di misi cci detti li misati a sta mulina­ ra; poi 'un cci pinsò cchiù, e finíu. Lu picciriddu criscia 'gnuranti di la sò furtuna, e java a fari lu jardinaru."
full,x,"Quannu cc'eranu timpiesti di vientu e l'acqua, ammenzu a lampi e trona, si jittava pisi pisi, iddu si mustrava a quarchi poviru viddanu chi pi forza avía a ca­ minari a chidd'ura e cu ddu timpurali, supra un cavaddaz­ zu nìuru cchiù di la pici, cu li capiddi tisi tisi supra la frunti vistutu tuttu di russu cumu un scarlatu chi fujennu a tutta scappata supra ddu cavaddazzu, vummicava di la vucca fuocu, fumu e faiddi."
full,x,"Lu lupu quannu lu vidi accussì firoci, cci spija «Comu vi chia­ mati?» Rispunni lu sceccu: «Mi chiamu Bran.....ca....liuni.» Cci dissi lu lupu: «Oh chi nnomu tirribili chi aviti!» e cci 'ncugnava adaciu adaciu; quan­ un la sceccu l'appi vicinu, si scantà' e jittà' quattru pidita ti, ca aiu cannuna e scupetti di putiri ammazzari lupi e tutta sorti di cosi.» Lu lupu quannu senti sti cosi cci dis­ si: «Ia sugnu disidirusu di manciarimi 'na puocu di carni di pullami, pricciò dumani l'ammazzati cu li vuo­ stri cannunati, e mi li faciti truvari ca ia viegnu, e mi li viegnu a manciu.» Lu sceccu cci dissi: «Cci âti a viniri 'n passannu dumani.» Lu lupu si nni ìj', lu sceccu ristà' cummusu."
full,x,"Purtaiu vidè 'na pocu di dinari, e ni fa­ cemu la spisa.» Li figghi tannu si prijaru tutti, e subbitu ficiru la spisa e si la mangiaru cuntenti. Doppu mangiari li figghi dumannaru a lu patri quali avía statu la fortuna di la soru cchiù nica. Lu patri rispu­ si: «Truvai la fortuna di maritalla cu un Cavaleri riccu, chi la manteni cu cammareri.» Li soru comu sinteru chissu si misiru a chianciri; ma stu chiantu era pruduttu pi 'mmìdia, avògghia ca iddi dicìanu ca era pi amuri. Basta: lu patri ci lu dissi a la figghia cchiù nica ca avía truvatu la Fortuna, siddu vulía jiri assemi cu iddu pri purtalla a lu Cavaleri, chi l'aspittava. Idda ci dissi di sì, e cuntenta di liberàrisi di li so' soru, si licinziau cu tutti e si ni iju."
full,x,"Lu patri a lu dumani la iju a purtari a lu palazzu unni abitava lu Cavaleri, e idda si ni iju ni la sò cammara. La sira idda si iju a curcau, e doppu un pezzu cci iju videm­ ma lu Cavaleri a jirisi a curcari cu idda. Quannu pirò lu Cavaleri durmía idda addumau la cannila di cira e lu misi a taliari. Cchiù lu taliava cchiù beddu cci paría; e dicía tra idda: «Oh quantu è beddu! chi beddu giuvini chi aiu!» Comu era misa chi facia tutti sti so' riflissio­ ni, cadi 'na stizza di cira càvuda ni lu nasu di lu Cavale­ ri; iddu sintennusi ardiri si sdruvigghiau dicennnu: «Tradimentu!... tradimentu!...» Si susíu e allura ni man­ nau a la mugghieri."
full,x,"Pigghia 'na cigna, la vagna, e la mitti ador­ dini; comu si arricogli, la mugghieri cci dici: «Lu Cunfs­ suri stà vinennu, ora mi l'aviti a diri.» Pigghia la cigna lu maritu, e cumencia a dari cignati, e tantu cci nni detti ca la lassa cchiù morta ca viva; veni lu parrinu, cci dici si s'avía di cunfissari; pigghia lu garzuni cci dici: «Cu' cci l'avi dittu a vossía?» «Voscia mugghieri.» «Pi idda, cci dissi, no pi mia.» Pigghia lu parrinu e 'ncugna nni la mu­ gghieri, e idda nun cci dava cuntu, e lu parrinu s'adduna ca la cosa nun era gghiusta, vôta tunnu senza diri nenti e si nni va. Doppu un pezzu la mugghieri rivini', e lu maritu cci dici: «Vidi chi t'avía di diri, la mugghieri? Nichìati.» Cci rispusi idda: «Nenti cchiù vogghiu sapiri.» E accussì fi­ níu la curiusitati dì la mugghieri. Cianciana. sig."
