Dialect,Domanda,Risposta
full,x,"L'upinioni cumuni, mmeci, è ca li cunfini di stu novu statu avìssiru a èssiri la striscia di Gaza e la Cisgiurdania ntê sò dilimitazzioni chi avìa prima dâ guerra dî sei jorna cu Israeli ntô 1967, cu un status spiciali riguardu a lu pussessu di Girusalemmi Est. N effetti un statu palisitinisi fu pruclamatu ggià ntô 1988, eggh'è arricanusciutu ggià di 133 Paisi ntî tuttu lu munnu. Ntô 2012 la Palistina agghicau a fari arricanuscirisi all'ONU comu statu ussirvaturi nun membru. Ô 2013 lu prisidenti Abu Mazen ccu decretu appruvatu cca arricunisciuta 'n tutti ù ducumenti ccu la scritta 'n Statu di Palistina e nun cchiu usuranu la sigra ANP (Autoritati Nazziunali Palistinisa). La Palistina è membru, ô 1976, dâ Liga Àrabba."
full,x,"Li paroli sù d'urìggini innuaurupea, ma la grammàtica s'avvicina cchiossai a lingui nun innuaurupei, comu lu turcu, lu giappunisi o lu finlannisi, picchì avi carattirìstichi agglutinanti. Ogni palora è furmata di na diricata, o puru cchiù di na misi nzèmmula (agglutinazzioni). La stissa diricata poti appartèniri a un tipu grammaticali a secunnu di l'ùrtima vucali sò. Pigghiamu la diricata ""muzik-"":
Accussì, canuscennu na sula di sti palori, quannu si ncuntra n'àutra si capisci lu significatu. Li diricati ca fòrmanu li palori foru pigghiati suprattuttu dî lingui girmànichi (tudiscu e ngrisi...), lingui neolatini (francisi, spagnolu, talianu, latinu...), lingui slavi (polaccu, russu...). Quarchi asempiu di palora e la lingua d'urìggini sù scritti ccà sutta. S'avi a tèniri cuntu ca li vucali a fini palora ìnnicanu la catigurìa verbali (-o ìnnica un nomu, -e n'avverbiu, -i un verbu, -a n'aggittivu):
Li palori cchiù ricenti vèninu di lingui puru nun innuaurupei."
full,x,"A parauni dê tirrimoti riggiunali, chisti sunnu di un liveddu d'enirgìa cchiù vasciu, pirò, lu stissu, ssi trimoti ponnu pruvucari danni granni. Pi furtuna, pi causanza dâ prufunnità ipucintrali nica, li cunsichenzi si sèntunu nta àrii non tantu granni. Ntô 1818, pirò, unu di ssi trimoti di l'Èttina, appi la stissa cunsichenza di chiddu ca putìa aviri un trimotu riggiunali e li danni foru assai e ntirissaru na granni ària . Etna (it)
Etna (en)
Categuria
Anno
Situ ufficiali:
N Cammoggia, a Phnom Penh, lu vènniri 21 di giugnu 2013, l'UNESCO addichiaràu l'Etna ""Patrimoniu di l'Umanitati"". L'Etna è canusciutu cu lu nomu sicilianu (d'orìggini latinu-àrabba: ""montem"", zoè ""munti"" 'n latinu e ""gebel utlamat"" cca signìfica un tipu di muntagna 'n àrabbu). L'Etna è puru canusciutu câ sprissioni siciliana ""Muntagna di focu"", o ntâ un modu cchiù sèmprici e cunfidinziali è canusciuta di li catanisi cu lu nnomu ""a Muntagna""."
full,x,"Li siciliani di sta parti dâ Sicilia, hannu sempri prijatu pi èssiri sarvati dâ fùria dû vurcanu Etna. Ntâ l'èbbica clàssica l'aduraturi dâ Dia Cèreri facìanu prucessioni sùpira li sò pinnici; ntô tridicèsimu sèculu li catanisi purtaru lu velu di Sant'Ajta 'n prucessoni e ancora oggi idda veni mmucata pi prutezzioni dô vurcanu. L'Etna è unu dî vurcani cchiù attivi dû munnu. La sò attivitati, quasi cuntìnua e riulari, pirmetti la prisenza di un centru nazziunali di vulcanuluggìa ca è a l'avanguardia nta la ricerca scintìfica supra li vurcani. L'Etna è un gicanti rilativamenti gintili e binìvulu e li sò erruzzioni sunnu miti. Nfatti, lu magma prisenti nta l'Etna è cchiù frùidu e menu viscusu di chiddu di àutri vurcani, accussì i gas ntrappulati arrinèsciunu a fùjri cchiù facirmenti."
full,x,"Lu bascu è na lingua ergativu-assulutiva e pi chistu s'addiffirenzia di lu restu di li lingue innueurupei, tutti lingui numinativu-accusativi. Supra la pupulazzioni di 2.975.000 abbitanti spartuti ntra li 7 pruvinci di li Paisi Baschi, 26,9% sunnu bilingui (francisi o spagnolu) e lu 15,3% ca canùscinu picca di bascu sunnu 1.255.750 pirsuni. (881.300 pirsuni sunnu li parranti bilingui attivi e 454.400 sunnu li parranti bilingui passivi). Di lu puntu di viduta di l'euskara, li abbitanti di li Paisi Baschi si spàrtinu ntî 4 granni catigurìi ca sunnu:
Asisti un granni spariggiamentu ntra lu bilinguìsimu ntî li diversi pruvinci baschi. La Biscagghia avi 1.141.000 abbitanti, lu 26,5% (302.000) sunnu bilingui e lu 24,9% (284.000) sunnu bilingui passivi. Guipuzcoa ccu 686.000 abbitanti avi lu cchiù granni nùmmiru di parranti bascòfuni ca sunnu 329.000 ca currispùnninu a lu 48% di la pupulazzioni e avi lu 9,5% (65.000) ca sunnu bilingui passivi."
full,x,"Nta la parti spagnola cci stannu la Cumunitati autunuma di li Paisi Baschi (furmata di li pruvinci di Biscagghia, Álava o Araba e Guipúzcoa o Guipuzkoa) e la Navarra (Nafarroa), mentri, ntî la parti francisi, Lapurdi, Nafarroa Beherea e Zuberoa (ca cumpununu parti di lu dipartimentu francisi di li Pirinei altlantichi). Li ràdichi di lu pòpulu bascu sunnu ancora menzi scanusciuti. Di certi studiati supra li carattiristichi fisichi dê baschi s'ascianu sumigghianzi cu l'òmini di Cromagnon, ca stàvanu ntî li Pirinei centru-uccidintali ntô Niuliticu. Chistu significa ca li baschi ca stannu òi ntî Euskadi putissuru èssiri li discinnenti di chiddi ca lu abbitàvanu nta lu IX millenniu a.C.. Di ddu pirìudu li baschi hannu avutu cuntatti cu àutri pupulazziuna, ma ni vinnuru sulu nfruinzati, mai assurbuti."
full,x,"Lu 19 di giugnu 1987 l'ETA urganizza n'attintatu ô supermarcatu Hipercor di Barcillona ca costa 21 viti e assai firuti. Sicunnu â sintenza di l'Audiencia Nacional (pubbricata lu 20 di maju 1994) li guardia nun appuru un cumpurtamentu justu duranti l'ura ca trascurìu ntra lu primu avvirtimentu di l'ETA (cci nni furu tri) e la sprusiuni di la bumma. L'ubbiettìu dâ pulizia era faciri scuppiari la bumma pi fari pèrdiri pristiciu a l'ETA. Ntra lu 1986 e lu 1989 ETA e lu cuvernu di Madrid fannu assai niguzziati pulìtichi a Algeri, cosi sempri assuciati a tregui di tutti e dui li parti (nenti attintati e nenti arresti pulìtichi). Â fini pari ca s'arriva a n'accòrdiu sèriu, ma lu cuvernu a l'ùrtimu scica l'accordi pigghiati. P'arrapprisagghia l'ETA urganizza na serî d'attintati tutti ô stissu mumentu l'8 di aprili 1989."
full,x,"Travagghiò 'ppî novi anni 'ntâ Bibbliuteca e 'ntô Museu[1] dû Palazzu Riali di La Granja di San Ildefonso (edificiu 'ccû pruspettu pruggittatu dall'autru sicilianu Filippu Juvarra), 'nâ citàdina 'ntâ pruvincia di Segovia, a nord di Madrid, ô sirvizziu di na dî 'cchiù putenti riggini dill'epuca e dû figghiu don Luigi Antonio di Burboni chi û numinò sô tiologu e cunsultori di cammara fino ô 1752, annu in cui turnò in Italia. Isabella Farnese û ricompinsò 'ccû un pitturali e un aneddhu «di zaffiri e diamanti, in cunsiderazzioni dû travagghiu fattu 'ppâ discrizzioni dî statui dû Riali Palazzu». Aggrigatu comu dutturi di filusufia all'università Sorbona di Pariggi,[3] 'ppî sô preggi e 'ppâ sô cunuscenza, 'ntrasìu in cunfidenza 'ccû tutti i 'cchiù illustri omini e pinzaturi 'nglisi e cun chiddhi chi pripararunu â rivoluzzioni francisi."
full,x,"Lu fangu esti puru usatu ntâ cursa dunni veìculi fuorasèrie cùrrinu pari pari, lungu trincei di fangu. Mèdia:A_nica_e_lu_piscaturi.ogg"
full,x,"Li ràdichi dû fascismu, comu di l'àutri reggimi tutalitari europei “cucini” dû piriodu, vannu nnividuati ntâ prufunna crisi dâ sucitati taliana di lu primu doppuguerra e ntê dèbbuli ràdichi dâ sô dimucrazzìa libbirali. L'ideoluggìa dû fascismu fu elabburata nta l' anni '20 di Sergiu Panunziu e succissivamenti stilata ni n'artìculu scrittu di Juanni Gintili duranti lu sô ncàrricu di ministru di l'Istruzzioni e appoi siglatu di Mussulini, ma nun vinni mai viramenti applicata, ristannu un ducumentu privu di sìchitu. Lu fascismu campau suprattuttu dâ vuluntati di Mussulini e si limitau a sichiri arcuni principî di màssima d'iddu nnicati di vota 'n vota e a alimintari lu cultu dâ pirsunalitati, aduprannu li menzi di cumunicazzioni di massa pi trasmèttiri n'idiali d'omu forti, dicisu e risulutu."
full,x,"La viulenza criscìu cunziddirivurmenti nta l'anni 1920-22 finu â Marcia supra Roma (28 di uttùviru dû 1922). Di frunti a l'avanzata di milizzî fascisti mal armati e guidati supra Roma, lu Reghi Vittoriu Emanueli III di Savoia, prifirennu evitari ogni spargimentu di sangu, dicidìu d'affidari lu ncàrricu di Prisidenti dû Cunzigghiu a Mussulini, ca nni ddu mumentu avìa 'n Parramentu nun chiù di 22 diputati. Vittoriu Emanueli mantinni sempri lu cuntrollu di l'esèrcitu: siddu avissi vulutu, avissi pututu senza prubblemi cacciari di Roma Mussulini e li forzi fascisti, nfiriuri 'n tuttu â varniggioni di stanza ntâ capitali; chinni nun si pò parrari, a riguri di tèrmini, di corpu di statu 'n quantu Mussulini uttinni lu cuvernu ligarmenti, cu un ncàrricu (quantli gghiè uggettu di tanti e prufunni crìtichi) di lu suvranu."
full,x,"Stu corpu orgànicu di liggi chi fu pigghiatu a mudellu p'assai tempu e si fa vìdiri comu la funnazzioni di un statu mudernu, pigghiau lu nomu di Custituzzioni di Melfi. Comu curiusitati ccà cc'è la mmàggini di la munita taliana di 1 euru cent ca riproduci lu cchiù famusu di li casteddi fidiriciani: Castel di lu Monte ntâ Pugghia

La Buccolica Don Chisciotti e Sanciu Panza Origini di lu Munnu Ditirammu: Sarudda
Centona
Lingua e dialettu"
full,x,"Macari chista, (pari lu distinu di li cosi siciliani), fu rializzata tantu a rilentu ca si firmàu, prima pi la guerra nta lu 1939. Arripigghiau nta li primi anni Cinquanta, poi si rifici n'autru prugettu e ricuminciaru a travagghiari nta lu 1952 ma l'apirtura arrivau sulu a nuvemmiru 1979. Di tuttu lu prugramma mastodonticu discrittu chista è l'unica supravvissuta a la pulitica di rami sicchi (o megghiu di rami fatti siccari). Nonustanti si fussiru cuntinuati li custruzzioni ferruviarii nenti vinni fattu pi modernizzari chiddu ca già c'era, pi velocizzari lu sirviziu, pi aumentari la comudità di viaggiu; vinniru lassati li menzi e li carrozzi chiù vecchi, li locomutivi a vapuri cu velocità tra 15 e 20 km/h. L'unica cosa ca sappi fari lu statu fu tagghiari e chiudiri a partiri di la mità di l'anni Cinquanta; l'urtima linia la Castelvitranu-Portu Impeduclichiudìu a la fine di lu 1987."
full,x,"Lu 20 giugnu 1910 trasèrunu in funzioni dui tratti vicini a la stazzioni di Castelvitranu, finu a Partanna longhi na dicina di km (lu primu trattu di la linia pi San Carru e Burgiu) e finu a Silinunti di 13 km ( lu primu trattu di la linia pi Portu Impedocli); lu 16 dicemmiru 1911 accuminciava la custruzzioni di lu tratto Portu Empedocli-Siculiana (circa 14 km)
La prima ferruvia, cumpreta fu la Ferruvia Canicattì-Licata, ntra 1911 e 1915, fatta su misura di li nteressi di la nnustria di lu sùrfuru a lu scopu di fari jungiri lu minerali a lu caricaturi di mmarcu di lu Portu di Licata e a chiddu di Palma di Muntichiaru traspurtannu nsèmula li surfarara versu li mineri ntra Canicattì e lu mari."
full,x,"Lu studiu dâ menti effittuatu dâ psicoluggìa voli n'attenta e spicìfica assirvazziuni di particulari finòmini mintali, e macari na spirimintazziuni; pi contra i filòsufi pènzanu ad aspetti cchiù ginirali dâ menti, dumanni comu ""Zoccu è a cuscenza?"" e ""Quali è a rilazziuni ntra menti e corpu?""
Zoccu distinchi la filusufìa di li studi riliggiusi, pur'iddi nun spirimintali? Parti dâ tiuluggìa, chiddi ca si spìanu zocch'è Diu e comu pruvàrinni l'asistenza, si suvrapponnu chiaramenti a chiddu ca li filòsufi chiàmanu ""filusufìa dâ riliggiuni"". Chistu nun custituisci un prubbrema. Similarmenti, li studi clàssici, s'occùpanu di li filòsufi greci, comu a Sòcrati e Platuni, e chinni si suvrapponnu a àrî dâ filusufìa quali la ""storia dâ filusufìa greca"". Macari chistu nun è un prubbrema. Nudda di chisti suvrappusizziuni nchina lu cuncettu di filusufìa, o di studi riliggiusi o di studi clàssici."
full,x,"Di fattu, lu tèrmini ""filusufìa"" nun vinni usatu assai prima di Platuni. ""Filòsufu"" finisci pi scanciràrisi câ palora ""sufista"" (di sophoi), usatu succissivamenti pi discrìviri i ""savi"", nzignanti di ritòrica, mpurtanti nnâ Dimucrazzìa atinisa. Ntra i primi sufisti s'attròvanu chiddhi ca ora chiamamu filòsufi. Urigginalimenti l'àmmitu dâ filusufìa era tutta ntillittuali. Di tannu addivinni lu studiu di n'àmmitu ntillittuali assai astrattu, no spirimintali. Di fattu, comu ammintuvatu supra, filusufìa è na palora diffìcili di difiniri e a dumanna ""Zoccu è a filusufìa"" è na dummana discussa dî filòsufi. Spissu s'asserva ca li filòsufi su' ùnici 'n quantu nun su' d'accordiu mancu supra quali è lu so campu di discussiuni. A filusufìa nasci nnâ Grecia antica nnô Sèculu VI a.C., nnî culonî urintali di l'attuali Turchia. I filòsufi spàrtinu a longa storia dâ filusufìa uccidintali 'n filusufìa antica, filusufìa mediuevali, filusufìa muderna e filusufìa cuntimpurania."
full,x,"A sicunna, poi, ca li tiurìi studìunu lu puteri ntê posti tradizziunali - comu dintra li palazzi, li casteddi, li chiesi e tutti li posti isituzzionali - putemu parrari di filusifìa pulìtica canònica; si lu puteri è ciccatu ntê posti ammucciati, vali a diri nun è attruvatu unni si penza ca si pìgghiunu li dicisioni appiddaveru - comu ntê rilazzioni di classi e di travagghiu comu dici Marx, o ntâ microfìsica dû puteri di Foucault - allura s'h'a parrari di filusufìa pulìtica eterodossa. Havi na storia longa, c'accumincia cu l'època classica, dû perìudu grecu. Putemu affirmari ca li sufisti s'addunarunu dû prublema dâ pulìtica, quannu pinzarunu câ pulìtica havìa a essiri cunziddirata comu na cummenzioni, un tipu di cuntrattu, picchì iddi erunu cumminti ca chiddu ca na cumunità dicidi essiri giustu dipenni sulamenti dê liggi ch'idda si duna."
full,x,"Platoni duna un quadru cumpletu dê fommi pulìtichi, disignannu na lìnia ca va dâ fomma cchiù giusta ê fommi cchiù ingiusti: si ô guvennu acchianunu li vaddiani, havemu la timucrazzia, vali a diri ca cu guvenna s'interessa d'haviri meriti e unuri p'iddi suli; si a guvinnari sù l'attiggiani, allura havemu na fomma cchiù peggiu, picchì iddi s'interessunu d'accumulari cosi materiali e soddi, sempri pê sò varagni. Chistu potta a criari na sucietà unni ci sù ricchi e pùvuri. Chista ingiustizzia è lu mutivu dâ ribbellioni dê pùvuri, ca guvennunu dannu vita â democrazzia. Chista fomma di guvennu, pi Platoni, è lu passu decisivu p'arrivari a l'anacchìa. Di l'anacchìa putemu nèsciri sulamenti câ tirannidi, ca è l'ùttima fomma di guvennu ingiustu. Aristotili cancia lu principiu di cumpitinza platonicu pinzannu ca ô guvennu ponnu iri assai omini."
full,x,"Chistu fici vidiri a tutti pari, macari a chiddi ca nun lu vulìanu vidiri, cA la matèria e l'enirgìa sunnu cchiù cumpricati di quantu ci piacissi. Di sta data si dici ca nascìu la fìsica muderna. La fìsica si dividi classicamenti 'n cinemàtica, termuddinàmica, e fìsica atòmica (o fìsica nucliari). Ma na classificazzioni cchiù muderna esti chista ca è misa ccà di sècutu:
La Miccànica cràssica ca cumprenni la cinemàtica cràssica, la termuddinàmica e l'alettrumagnitìsimu, scrittu comu lu fici Maxwell e ca và bonu pi li corpi granni (zoè ca sunnu fatti di tanti àtumi) e ca vannu chianu 'n cunfruntu dâ vilucitati dâ luci. La Miccànica rilativìstica o Tiurìa dâ rilativitati ca và bonu pi li corpi granni e vannu cu vilucitati vicina a chidda dâ luci. La Miccànica quantìstica chi và bonu pi li corpi nichi (quantu l'àtumi) e vannu cu vilucitati nun vicini a chidda dâ luci."
full,x,"Storia di la mùsica
Tiurìa Gènira Strummenta
Cumpusitura
Dirittura Òpiri / Album / Gruppi
Mùsica Gruppi Cantanti"
full,x,"Sti mprisi ncuraggiaru lu reghi Filippu II di Spagna a dari òrdini pi chianificari na mmasioni dâ Ngriterra. Effittuannu un corpu privintivu, Drake ""accarpau la varva dû reghi di Spagna"" diriggennu na flotta supra Cadici, na dî principali porti di ngressu 'n Spagna, accupannu la citati pi tri jorna e distruggennu 26 navi nìmichi nzèmmula a na granni quantitati di scorti. St'attaccu ritardau la mmasioni spagnola dûn annu. Drake fu vici ammiragghiu 'n capu dâ flotta ngrisa (sutta Lord Howard d'Effingham) quannu iddi vinseru/vinceru l'Armada spagnola ca stava circannu di mmadiri la Ngriterra ntô 1588. Mentri la flotta ngrisa assicutava l'Armada longu la Mànica, Drake catturau lu galioni spagnolu Rusariu nzèmmula a l'ammiragghiu Pedro di Vales e tuttu lu sô echipaggiu, ma cu chistu causannu cunfusioni ntâ flotta ngrisa duranti lu svulcimentu di l'azzioni."
full,x,"Musicau òpiri e balletti ca hannu fattu lu giru d'Italia; misi na mùsica macari ntâ missa chî paroli di na vota 'n latinu, ca fici lu giru di na picca di cresi; scrissi puru na para di canzuni 'n sicilianu: Stranizza d'amuri, ca s'attrova nta l'àrbum ""L'era di lu cinghiale bianco"", Veni l'autunnu (nta l'àrbum ""Fisiognomica""), e 'Lu Cuntu, nta l'àrbum Inneres Auge, mentri ca Lu cammino interminabile (nta l'àrbum ""Ferro battuto"") lu tìtulu e li primi strofi sunu 'n talianu e lu restu 'n sicilianu.Ntâ canzuna Strade Parallele (Aria Siciliana), scritta di Giuni Russu e ca s'attrova nta l'àrbum ""Se fossi più simpatica sarei meno antipatica"", truvamu Battiatu ca canta cu idda 'n sicilianu. È cchiù famusu e canusciutu pâ mùsica liggera, ca apprima era spirimintali e appoi addivintò pop, doppu canciò pû rock, pi finiri cu sunuritati ca pàrrunu un pocu tecnu."
full,x,"Attraversu n'urigginali ricerca scintìfica li frati Wright scupriru li principi di l'abbolu umanu; di mmintura, custruttura e abbulatura svilupparu ancora cchiù l'ariuplanu, nzignaru a l'omu a abbulari e nauguraru l'era di l'aviazzioni"". La fonti di st'artìculu è Uicchipidia Taliana:
http://it.wikipedia.org/wiki/Fratelli_Wright"
full,x,"Da lu 2003, ogni annu, lu primu fini simana rî sittèmmiru, i fan rû cantanti vannu 'n Svìzzira pi dari umaggiu, partecipannu o “Freddie Mercury Montreux Memorial Day”. N'avutru munumentu è prisenti a Liverpool. Nta tuttu lu munnu sunnu prisenti oltri centu sculturi. A morti ri Freddie Mercury rapprisintau un mpurtanti passu nnâ storia ri l'AIDS, picchì nfurmau miliuna ri fan nta tuttu lu munnu ri la minaccia ri l'HIV. Dopu la morti ru cantanti, Brian May, Roger Meddows-Taylor e John Deacon funnarunu lu Mercury Phoenix Trust, urganizzazzioni ri vuluntariatu ca cerca ri cummattiri l'AIDS n tuttu lu munnu. A Royal Mail, sirvizza pustali ngrisi, fici un francubbullu ca raffigurava lu cantanti e facia parti ri na spiciali sirìi ditta “Millennium Stamp”."
full,x,"Arrivau o 52° postu nna l'innaggini giappunisi rô 2007 rî “100 iroi cchiu mpurtanti”. Lu scritturi Paul Russell misi lu cantanti ntô libbru “The Gay 100: A Ranking of the Most Influential Gay Men ann Lesbians, Past ann Present”. A prematura morti ri Freddie Mercury fici crisciri a fama ri Queen ntô munnu; nna li Stati Uniti dâ Mèrica, nazziuni ca attaccau spissu lu gruppu a partiri ri l'anni uttanta, i vinnìti ri dischi ru gruppu ngrisi aumintarunu assai ntô 1992, annu doppu la morti ru cantanti. Lu film Fusi i testa, o cinema picca misi doppu a morti ru cantanti, retti granni pupularitati a canzuni Bohemian Rhapsody, ca vinni ripubbricata comu singulu, arrivannu o 2° postu nnâ classifica ri Billboard Hot 100."
full,x,"Pirchì lu sò patri travagghiau pi lu statu (comu prèviti) a chidda ora orfanu Nietzsche fu data la pussibbilitati di studiari a Schulpforta, arricanusciutu ntirnazziunalmenti (la tiurìa chi Nietzsche fu misu ddà pi la sò cumpitenza accademica, fu dimustrata sbagghiata: li sò voti nun eranu vicini a li cchiù àuti dâ classi.[25]
Un filòlugu pì prufissioni, Nietzsche tinni na canoscenza cumpleta dâ Filusufìa Greca. Studiau Kant, Platuni, Mill, Schopenhauer e Spir,[26] chi addivintirannu li principali nimici ntâ sò filusufìa, e doppu Baruch Spinoza, chi iddu videva comu sò ""precursori"" ntî assai banni[27] ma comu na pirsunificazzioni di l'""idiali dì monaci"" ntî autri. Comunchi, Nietzsche parrava di Kant comu di un ""fanaticu morali"", Platuni comu ""noiosu"", Mill un ""caputosta"", e di Spinoza, dissi: ""Quanta timidizza e dibbulizza chista mascara di un malatu priggiuneru tradisci?""[28] Nta na banna simili scrissi di George Eliot.[29]"
full,x,"Dill'artista fiorentinu su autografi â statua di Vertumno e â vasca dâ statua dû ciumi Oreto, manufatti immidiatamenti identificabbili rispittivamenti 'ccû l'iscrizzioni Opus Francisci Camilliani florentini 1554 e Opus Francisci Camilliani civis florentiae 1555.[9]
Summersu dî debbiti e prossimu a trasfiririsi a Napoli, don Luigi, grazzie a sô frati don García Álvarez, riniscìu 'ntô 1573 a vìnniri â funtana ô Sinatu dâ città di Palermo[3] essennu û prituri Giovanni Villaraut, baruni di Prizzi, circustanza chi cumpurtò l'appellativu di Funtana dû Prituri.[10] Don Garcia, che era statu viceré di Sicilia, era in boni rapporti ccû Sinatu palermitanu,[6] chi decisi d'accattari â funtana e di muntarla 'ntâ chiazza unni s'affaccia û Palazzu Pritoriu.[11] Luis di Toledo, García Álvarez ed Eleonora di Toledo sunnu 'ntrammi figghi di Pedro Álvarez di Toledo y Zúñiga, viceré di Napoli."
full,x,"'Nâ prima curuna cicculari prisenta 'nâ 'ranni pavimentazzioni pidunali, â secunna curuna 'nterna custituisci â vasca cicculari 'ppâ cugghiuta dill'acqua, a sô vota scavaccata a cruci dî quattru rampi dî scali chi pottunu ô secunnu liveddhu. Î statui 'nnanzi all'accessu dî rampi prisentunu supra û pedistallu 'nâ cunchitta 'ppî 'rricogghiri l'acqua. Ognunu dî quattru sitturi ospita 'ntô menzu, ossia 'ntô spaziu fra rampi di scali, 'nâ vasca urnata da gruppi scultorei raffijuranti alligorii di ciumi. Ogni gruppu è fummatu da 'na culussali statua stinnicchiata supra 'na rupi, quali fantasiusa surgenti, atturniata rispettivamenti da un trituni e 'nâ nereidi. Î funti antichi fannu riferimentu ô patri di tutti i ciumi, û corsu d'acqua 'cchiù cunusciuto 'ntô passatu, û Nilo, a li sô dui affluenti e all'Ippocrene, ciumi dâ mitologgia greca."
full,x,"Nfatti ogni lingua avi un sò sistema di scrittura particulari pi ugniddunu sonu virbali: li grafìi arfabbètichi sunnu tutt'àutru ca unìvuchi e cuirenti. Inortri na na stissa lingua li littiri scrivuti, zoè li unitati gràfichi, ditti tecnicamenti grafemi, ponnu currispùnniri a soni addiversi e viciversa. Pi d'asèmpiu nâ palora cani lu grafema c veni prununciatu nta un modu diffirenti rispettu a chiddu di la palora uceddu. Pi uvviari a li incongruenzi di stu tipu e aviri un strumentu di rapprisintazzioni gràfica di li soni dô linguàggiu validu pi tutti li lingui, li linguisti hannu ilaburatu vari sistemi di trascrizzioni funètica unni c'è na currispunnenza biunìvuca tra un sonu e lu signu gràficu ca lu rapprisenta."
full,x,"Si distinchi 'n farina bramata, a grana grossa, p'uttèniri pulenti particularmenti sapuruti e gustusi, ciurettu di farina pi pulenti pasticciati, moddi e dilicati, fumettu di mais, pi na farina finìssima adatta â pruduzzioni di duci e viscotta. Tra li cchiù noti 'n Italia attruvamu li Pasti di Mèlica. L'usu dû granuturcu avi lu putiri d'allintari lu funziunamentu dâ tiròidi, e aggisci comu mudiraturi dû mitabbulismu. La distinazzioni zuotècnica è chidda cchiù cumuni e cchiù stisa, 'n particulari pi: pullami, buvini, viteddi d'addivamentu, suini, cavaddi e uvini. Particularmenti elivata è la diggiribbilitati di li strattivi nazzutati, cu valuri di l'òrdini dû 90%. Cchiù mudesta, 'n ogni specî animali, la diggiribbilitati dâ prutiina. Lu granu turcu veni utilizzatu nta l'alimintazzioni di l'ursi (la cussidditta alimintazzioni ""nun diretta"")."
full,x,"Ma Albert Einstein nun fici solu chistu nta chiddu miravigghiosu annu pi la Fisica, picchì addimustrau comu na particedda nica nica nta l'ària (o nta n'àutru flùidu) veni sbattuta di ccà e di ddà picchì l'àtumi ci vannu sbattennu contru (Motu Brownianu) a voti di sta parti e a voti di chidda parti. Chiossai fici Einstein quannu cu la sò tiùria di l'effettu fotualèttricu fici vidiri comu puru la luci è fatta a pacchiteddi (quanti) nichi nichi e hannu tutti l'enirgìa ca dipenni dâ frichenza, cu la stissa leggi ca avìa attruvatu Planck cu la sò tiurìa dû corpu nìuru (E=hν). Chistu fici vidiri a tutti pari, macari a chiddi ca nun lu vulìanu vidiri, cA la matèria e l'enirgìa sunnu cchiù cumpricati di quantu ci piacissi. Di sta data si dici ca nascìu la fìsica muderna."
full,x,"Macari si chisti foru mpupulari ntra li nòbbili, ntra li pirsuni cumuni, sia pulacchi ca ucraini, sti rifurmi criaru na bona vuluntà pi lu mpiraturi, ca durau nzinu â fini dû duminiu austrìacu. Ô stissu macari l'Austria pigghiau dâ Galizzia na mpurtanti ricchizza e un granni nùmmiru di pirsuni ntî l'esèrciti. Ntô 1815, comu risurtatu dê dicisioni dû Cungressu di Vienna, la zona di Lublinu e li riggiuni a furriari tunnu vìnniru ciduti di l'Austria ô Regnu dû Cungressu di Pulonia, ca era cuvirnatu dû Zar, ntô mentri la riggiuni di Ternopil, cumprisa la riggiuni stòrica dâ Pudolia miridiunali, vinni data dû novu a l'Austria dâ Russia, ca l'avìa dû 1809. L'anni 1820ini e 1830ini foru un pirìudu di cuverna assulutista di parti di Vienna, cu la lucali burucrazzìa galizziana ancora china di tidischi e cechi girmanizzati, macari si certiduni dê sò figghi si stàvanu già pulacchizzannu."
full,x,"Doppu la junta dâ Lìbbira Cità di Cracovia, ntô 1846, vinni canciatu comu:
Regnu di Galizzia e Lodomeria, e Grannucatu di Cracovia, chê Ducati di Auschwitz e Zator. Ogniduna di sti unitati era furmarmenti siparata; èranu alincati ntî stu sistema ntê tìtuli dû mpiraturi d'Austria, ogniduna avìa la sò bannera e lu sò stemma. Pi causi amministrativi, comugghiè, furmàvanu na sula pruvincia. Li Ducati di Auschwitz (Oświęcim) e Zator èranu nichi principati stòrichi a est di Cracovia, ntô cunfini cu la Slesia prussiana. La Lodomeria esistìa sulu ncapu ê carti; nun avìa tirritoriu e nun putìa èssiri attruvata ntî nudda mappa."
full,x,"La Galizzia ('n gallegu: Galicia o Galiza, 'n spagnolu: Galicia, 'n purtughisi: Galiza) è na cumunità autònuma ntô nord-ovest dâ Spagna ca avi na pupulazzioni di quasi 2.800.000 abbitanti. La Galizzia cunfina a nord cû Mari Cantàbbricu, a ovest cu l'Ocèanu Atlànticu, a est cu li Asturìi e la Castigghia e León e a sud cû Portugallu. Storicamenti, la Galizzia era la Gallaecia rumana, ca cumprinnìa certiduni parti di chiddi ca oi sunnu la Spagna uccidintali e lu Portugallu sittintriunali. Li lingui ufficiali sunu lu Gallegu, o galego ('n spagnolu gallego) e lu Castigghianu. Lu Spagnolu o Castigghianu veni spissu parratu comu prima lingua ntra li carusi dê cità, mentri lu Gallegu è spissu parratu comu prima lingua ntra la pupulazzioni cchiù anziana dê campagni. Tutti dui li lingui hannu un status ufficiali e vèninu nzignati ntê scoli."
full,x,"Si calcula ca cu sta vera Cesari ammazzau chiu di 'n miliuni di Galli e nautru tantu fu arridduciutu in schiavitu', numira mpressionanti su si pansa ca a populazioni da Francia ni ddi tempi era di 6-7 miliuni. --Fabiumit (msg) 15:02, 30 Sitt 2008 (CEST)"
