Dialect,AI model,Domain,Dialectal question,Dialectal answer,Italian question,Italian answer,Full text
Neapolitan,Gemini 2.5 - flash,wiki,Qual è 'a descrizzione d''a cròlla?,"Cròlla ggiall-pálleda, sfemate d'arang a 'a vocca, che cingh lòbe é tubb e 13 20 mm.",Qual è la descrizione della corolla?,"Corolla giallo-pallida, sfumata d'arancio alla fauce, con cinque lobi e tubo di 13-20 mm.","Cròlla ggiall-pálleda, sfemate d'arang a 'a vocca, che cingh lòbe é tubb e 13 20 mm. 'A fòrmula e gl sciuore èngh: K (5), C (5), A 5, G (5) (súpere). Gl frutt è na cápsela ovata, che z'arrape a luongh a luongh pe 5 diénn, é che tè ne muare semènna, vísceda é che carúnghela egliosa. Dénn a 'a lista jécch pessott suó nzegnate cèrt varietà é sottespèce (pò èss ca cèrt chiann nemmenate jécch sott puonn èss cunzederate, da ciért autore, senòneme d''a spèce pregnepale):
A ssa lista appriéss suó nzegnate ciért íbbrede nnèrspecífeche:
'A caciòla è tenute tanna 'e chigl nome. Gl elèngh appriéss nzégna ciért senòneme cchiù addeprate:
Da gl punn 'e vista tassenòmeche, mméce, ssa spèce pare èss ne muare vecina a 'a Primula elatior pe 'a forma e gl cálece é gl chelore e 'a cròlla, a part ca ssa lútema chianna tè ne fuschie."
Neapolitan,Gemini 2.5 - flash,wiki,Chi è 'o superstite ferito â mano ca 'o surdato Petrenko scopre a Stalingrado?,"se tratta d''o sergente Viktor Reznov, ca addevene mentore suo, cummilitone e ammico.",Chi è il superstite ferito alla mano che il soldato Petrenko scopre a Stalingrado?,"Si tratta del sergente Viktor Reznov, che diventa suo mentore, commilitone e amico.","Poi, verso ô fine d''a dura campagna d'Okinawa nfra 'e macerie d''o castiello 'e Shuri, 'o jucatore è chiammato a ssarvà Roebuck (succeduto 'n qualità 'e sergente a Ssullivan) o Polanski, pe ttramento addevenuto caporale; adda nfine cuntene' na sconvolgente carreca banzai e rrechiede' nu suppuorto nutrito aereo pe spezzà definitivamente l'urtema resistenza giappunese. 'A ll'ata parte d''o munno, dinto Auropa orientale, 'o surdato Petrenko sopravvive a nu massacro operato dê tureschi 'int''o cuorso d''avattaglia 'e Stalingrado (settiembre 1942) e, cu stupore, scopre n'ato superstite, pur ferito â mano: se tratta d''o sergente Viktor Reznov, ca addevene mentore suo, cummilitone e ammico. 'E dduje sgusciano ntra 'e rovine d''a cità 'int''o tentativo d'eliminà 'o generale Heinrich Amsel (fittizio auto afficiale turesco ca avesse orchestrato l'attacco a Stalingrado) cu na scuppetta 'e precisione; riescono dinto ll'azzione e se sarvano rocammolescamente dâ raggiosa reazione turesca."
Neapolitan,Gemini 2.5 - flash,wiki,Chi è 'o bersaglio ca Petrenko e Reznov cercano d'eliminà cu na scuppetta 'e precisione?,o generale Heinrich Amsel (fittizio auto afficiale turesco ca avesse orchestrato l'attacco a Stalingrado),Chi è il bersaglio che Petrenko e Reznov cercano di eliminare con un fucile di precisione?,Il generale Heinrich Amsel (fittizio alto ufficiale tedesco che avrebbe orchestrato l'attacco a Stalingrado),"Poi, verso ô fine d''a dura campagna d'Okinawa nfra 'e macerie d''o castiello 'e Shuri, 'o jucatore è chiammato a ssarvà Roebuck (succeduto 'n qualità 'e sergente a Ssullivan) o Polanski, pe ttramento addevenuto caporale; adda nfine cuntene' na sconvolgente carreca banzai e rrechiede' nu suppuorto nutrito aereo pe spezzà definitivamente l'urtema resistenza giappunese. 'A ll'ata parte d''o munno, dinto Auropa orientale, 'o surdato Petrenko sopravvive a nu massacro operato dê tureschi 'int''o cuorso d''avattaglia 'e Stalingrado (settiembre 1942) e, cu stupore, scopre n'ato superstite, pur ferito â mano: se tratta d''o sergente Viktor Reznov, ca addevene mentore suo, cummilitone e ammico. 'E dduje sgusciano ntra 'e rovine d''a cità 'int''o tentativo d'eliminà 'o generale Heinrich Amsel (fittizio auto afficiale turesco ca avesse orchestrato l'attacco a Stalingrado) cu na scuppetta 'e precisione; riescono dinto ll'azzione e se sarvano rocammolescamente dâ raggiosa reazione turesca."
Neapolitan,Gemini 2.5 - flash,wiki,"Qual è 'o sciummo cchiù luongo d'Italia, siconn' 'o testo?",O sciummo cchiù luongo è 'o Po,"Qual è il fiume più lungo d'Italia, secondo il testo?",Il fiume più lungo è il Po,"O sciummo cchiù luongo è 'o Po e 'o clima è comunamenne mediterraneo, apparte 'o nord ca tene nu clima cchiù friddo continentale. 'E Griece colonizzajeno pe' primme 'o sud d' 'o paese (Magna Grecia), ma 'a penisula era già abbitata 'a assaje tiempo da atre populazzione (Etrusche, Latine, Sannite, Venete, Osce e atre). C' 'a nascita e l'ascesa ô pote' 'e Romma, ll'Italia se truvaje p' 'a primma vota unificata e canuscette nu periodo 'e splennore et prusperità. Cu l'invasione d' 'e berbà, l'Impero Romano capitulaje et accumenciaje pe l'Italia, comme pe tutta l'Europa, et forze pe 'o munno sano, 'o Medioevo. ''Int''e primme siecule d' 'o Medioevo 'a penisola canuscette pe primma 'a duminazzione gotica, po' chella bizzantina,et 'nfino chella lungubarda. 'E lungubarde conchistajeno mano mano quase tutta ll'Italia peninsulà, ma venetteno scunfitte 'a Carlo Magno verzo 'a fine 'e l'VIII sec. d. C.."
Neapolitan,Gemini 2.5 - flash,wiki,Che succedette a ll'Italia c' 'a nascita e l'ascesa ô pote' 'e Romma?,ll'Italia se truvaje p' 'a primma vota unificata e canuscette nu periodo 'e splennore et prusperità,Cosa successe all'Italia con la nascita e l'ascesa al potere di Roma?,L'Italia si trovò per la prima volta unificata e conobbe un periodo di splendore e prosperità,"O sciummo cchiù luongo è 'o Po e 'o clima è comunamenne mediterraneo, apparte 'o nord ca tene nu clima cchiù friddo continentale. 'E Griece colonizzajeno pe' primme 'o sud d' 'o paese (Magna Grecia), ma 'a penisula era già abbitata 'a assaje tiempo da atre populazzione (Etrusche, Latine, Sannite, Venete, Osce e atre). C' 'a nascita e l'ascesa ô pote' 'e Romma, ll'Italia se truvaje p' 'a primma vota unificata e canuscette nu periodo 'e splennore et prusperità. Cu l'invasione d' 'e berbà, l'Impero Romano capitulaje et accumenciaje pe l'Italia, comme pe tutta l'Europa, et forze pe 'o munno sano, 'o Medioevo. ''Int''e primme siecule d' 'o Medioevo 'a penisola canuscette pe primma 'a duminazzione gotica, po' chella bizzantina,et 'nfino chella lungubarda. 'E lungubarde conchistajeno mano mano quase tutta ll'Italia peninsulà, ma venetteno scunfitte 'a Carlo Magno verzo 'a fine 'e l'VIII sec. d. C.."
Neapolitan,Gemini 2.5 - flash,wiki,Qual è 'o capoluoco d' 'a Campania?,O capoluoco sujo è Napule.,Qual è il capoluogo della Campania?,Il suo capoluogo è Napoli.,"A Campania è na reggione 'e ll'Italia Meridiunale. Cunta 5 801 658 abetante e tene 'a denzità 'e pupulazzione cchiù auta d' 'e reggione taliane ma è 'a sicunna, dopp' 'a Lummardìa e 'o Lazzio, pe' nummero totale 'e abetante. 'O capoluoco sujo è Napule. 'E tuccata a ovest, sud-ovest cu 'o Mar Tirreno, a nord-ovest cu 'o Lazzio, a nord cu 'o Mulise, a nord-est cu 'a Pùglia e a est cu 'a Lucania. 'O nomme Campania vene d' 'o termene latino campus ca vò dice' campagna e, pe mesca lenguistica, d' 'o termene osco Kampanom, cu cuje se 'nnicava ll'area d' 'a zona d' 'a cità 'e Capua. 'O nomme Campania vène d' 'o termene latino campus, ca vò dice' campagna, e pe mesca linguistica, d''o termene osco Kampanom, cu cuje se vuleva 'ntenne' ll'area 'int'é vecinanze d' 'a cità 'e Capua."
Neapolitan,Gemini 2.5 - flash,wiki,"A Campania, 'a denzità 'e pupulazzione soja comm'è rispietto 'e ll'ate reggione taliane?",tene 'a denzità 'e pupulazzione cchiù auta d' 'e reggione taliane,"La Campania, la sua densità di popolazione com'è rispetto alle altre regioni italiane?",Ha la densità di popolazione più alta delle regioni italiane.,"A Campania è na reggione 'e ll'Italia Meridiunale. Cunta 5 801 658 abetante e tene 'a denzità 'e pupulazzione cchiù auta d' 'e reggione taliane ma è 'a sicunna, dopp' 'a Lummardìa e 'o Lazzio, pe' nummero totale 'e abetante. 'O capoluoco sujo è Napule. 'E tuccata a ovest, sud-ovest cu 'o Mar Tirreno, a nord-ovest cu 'o Lazzio, a nord cu 'o Mulise, a nord-est cu 'a Pùglia e a est cu 'a Lucania. 'O nomme Campania vene d' 'o termene latino campus ca vò dice' campagna e, pe mesca lenguistica, d' 'o termene osco Kampanom, cu cuje se 'nnicava ll'area d' 'a zona d' 'a cità 'e Capua. 'O nomme Campania vène d' 'o termene latino campus, ca vò dice' campagna, e pe mesca linguistica, d''o termene osco Kampanom, cu cuje se vuleva 'ntenne' ll'area 'int'é vecinanze d' 'a cità 'e Capua."
Neapolitan,Gemini 2.5 - flash,wiki,"Ch'è 'a particolarità 'e ll'origgena 'e ll'isula, facenno nu cunfronto cu Ischia e Proceta?","L'isula è, a differènzia d' 'e vecine Ischia e Proceta, 'e origena carsica.","Qual è la particolarità dell'origine dell'isola, facendo un confronto con Ischia e Procida?","L'isola è, a differenza delle vicine Ischia e Procida, di origine carsica.","L'isula è, a differènzia d' 'e vecine Ischia e Proceta, 'e origena carsica. Ô prencipio éva auiata â penisula surrientina, ma cchiù tarde fuje agliuttuta pe na parta d''o mare e spartuta chinne d''a terraferma, addò ogge se trova 'o stritto 'e Vocca Piccerella. Capri appresènta na struttùra morfologica cumplessa, cu ccime 'e mèdia altèzza (Monte Sularo (589 m) e Monte 'e Tiberio (334 m)) e autechiane alarghe 'nterne, tra cuje 'o prencepale è chillo annummenato ''e Anacapri"". L'isula 'e Ischia, 'e 46 km² 'e suprafiggie e 61 mila abitante circa, jè 'a cchiù grossa 'e ll'isule d' 'o Gurfo 'e Napule. D'o punto 'e vista ammenistrativo se sparte a seje cummune: Barano d'Ischia, Casamicciula, Furijo, Ischia, Lacco Ameno, Serrara Fontana, pure ca è stata appresentata na pruposta 'e leggia regionala 'e iniziativa popolarèsca pe puté arrevà a nu 'Cummune Unico' 'e l'Isula 'e Ischia, criato pe referennum popolà."
Neapolitan,Gemini 2.5 - flash,wiki,"Comme se sparte Ischia, amministrativamente parlanne, e quante cummune tene?","D'o punto 'e vista ammenistrativo se sparte a seje cummune: Barano d'Ischia, Casamicciula, Furijo, Ischia, Lacco Ameno, Serrara Fontana","Come si suddivide Ischia, amministrativamente parlando, e quanti comuni ha?","Dal punto di vista amministrativo si suddivide in sei comuni: Barano d'Ischia, Casamicciola, Forio, Ischia, Lacco Ameno, Serrara Fontana","L'isula è, a differènzia d' 'e vecine Ischia e Proceta, 'e origena carsica. Ô prencipio éva auiata â penisula surrientina, ma cchiù tarde fuje agliuttuta pe na parta d''o mare e spartuta chinne d''a terraferma, addò ogge se trova 'o stritto 'e Vocca Piccerella. Capri appresènta na struttùra morfologica cumplessa, cu ccime 'e mèdia altèzza (Monte Sularo (589 m) e Monte 'e Tiberio (334 m)) e autechiane alarghe 'nterne, tra cuje 'o prencepale è chillo annummenato ''e Anacapri"". L'isula 'e Ischia, 'e 46 km² 'e suprafiggie e 61 mila abitante circa, jè 'a cchiù grossa 'e ll'isule d' 'o Gurfo 'e Napule. D'o punto 'e vista ammenistrativo se sparte a seje cummune: Barano d'Ischia, Casamicciula, Furijo, Ischia, Lacco Ameno, Serrara Fontana, pure ca è stata appresentata na pruposta 'e leggia regionala 'e iniziativa popolarèsca pe puté arrevà a nu 'Cummune Unico' 'e l'Isula 'e Ischia, criato pe referennum popolà."
Neapolitan,Gemini 2.5 - flash,wiki,"Quann'è ca 'a ripresa 'e ll'agricultura arrivatte, e grazi'a che azzione?","A ripresa arrivatte sulo aropp'ô VI seculo, cu ll'azzione d' 'e monace Cassiinese, Benedettine.","Quando è che la ripresa dell'agricoltura arrivò, e grazie a quale azione?","La ripresa arrivò solo dopo il VI secolo, con l'azione dei monaci Cassinesi, Benedettini.","Assaje ritrovamiente archeologgece attestano ca 'o terrieno era abbitato ggià ô III seculo primma 'e Cristo. Era nu terrieno agriculo 'e cunfine, nfra ll'area Atellana e ll'Ager Neapolitanus, 'ncopp'ô quale ''int'' 'e siecule song sorti e sviluppate assaje villaggi. E spisso assaje pure finnuti: na epigrafe greco-latina ô 198 d.C., ritruvata a Carbonella, testimonia proprio 'a grave crise in cuie virsava ll'agricultura in chello periudo. 'A ripresa arrivatte sulo aropp'ô VI seculo, cu ll'azzione d' 'e monace Cassiinese, Benedettine. Siconno 'a tradizzione pupulà,Casoria sarebbe 'o ""territorium gentianum"" rigalato ô 529 d' 'o pate 'e San Mauro 'o maestro Benedetto. Ma chesta, è sulo na liggenna. 'O terrieno 'e Casoria, 'nfatte, fa parte 'e na vastissima zzona cumpresa ntra ll'area aversana e 'e pennicie d' 'o Vesuvio fatte 'e sicuro abbascio 'a spinta d' 'e Benedettine d' 'o IX seculo."
Neapolitan,Gemini 2.5 - flash,wiki,"Siconno 'e ritrovamiente archeologgece, a partì 'a quann'è ca 'o terrieno era abbitato?",o terrieno era abbitato ggià ô III seculo primma 'e Cristo.,"Secondo i ritrovamenti archeologici, a partire da quando il territorio era abitato?",Il territorio era abitato già nel III secolo prima di Cristo.,"Assaje ritrovamiente archeologgece attestano ca 'o terrieno era abbitato ggià ô III seculo primma 'e Cristo. Era nu terrieno agriculo 'e cunfine, nfra ll'area Atellana e ll'Ager Neapolitanus, 'ncopp'ô quale ''int'' 'e siecule song sorti e sviluppate assaje villaggi. E spisso assaje pure finnuti: na epigrafe greco-latina ô 198 d.C., ritruvata a Carbonella, testimonia proprio 'a grave crise in cuie virsava ll'agricultura in chello periudo. 'A ripresa arrivatte sulo aropp'ô VI seculo, cu ll'azzione d' 'e monace Cassiinese, Benedettine. Siconno 'a tradizzione pupulà,Casoria sarebbe 'o ""territorium gentianum"" rigalato ô 529 d' 'o pate 'e San Mauro 'o maestro Benedetto. Ma chesta, è sulo na liggenna. 'O terrieno 'e Casoria, 'nfatte, fa parte 'e na vastissima zzona cumpresa ntra ll'area aversana e 'e pennicie d' 'o Vesuvio fatte 'e sicuro abbascio 'a spinta d' 'e Benedettine d' 'o IX seculo."
Roman,Gemini 2.5 - flash,literature,Chi è che abitava ar vicolo der Moro?,"io, co' me' madre e me' fratello Giggi.",Chi abitava al vicolo del Moro?,"Io, con mia madre e mio fratello Gigi.","Me dite d'annà ar fatto un momento che adesso l'aricconto:
Abbitavamo ar vicolo der Moro io, co' me' madre e me' fratello Giggi. La sera, noi tornamio dar lavoro e la trovamio accanto a la loggetta bona, tranquilla, co' quer viso bianco,
che cantava, e faceva la carzetta! E ce baciava in fronte, e sorrideva e ce baciava ancora e poi cantava:Fior de gaggia io so' felice sortanto co' voi due ar monno nun ce sta che ve somija!. E mentre sull'incudine, er martello, sbatteva tutto allegro, e rimbarzava, pur'io nnell'officina ripetevo:Fiorin fiorello la vita tutta quanta, manco a dillo, l'ho da passà co' mamma e me' fratello. Poi, Giggi se cambiò!!! se fece amico co' li più peggio bulli dell'urione, lassò er lavoro. bazzicò Panico, poi fu proposto pe' l'ammonizzione."
Roman,Gemini 2.5 - flash,literature,"Ma Giggi che fine fece, poi?","Giggi se cambiò!!! se fece amico co' li più peggio bulli dell'urione, lassò er lavoro. bazzicò Panico, poi fu proposto pe' l'ammonizzione.","Ma Gigi che fine fece, poi?","Gigi si trasformò! Si fece amico con i peggiori bulli del rione, lasciò il lavoro. Frequentò Panico, poi fu proposto per l'ammonizione.","Me dite d'annà ar fatto un momento che adesso l'aricconto:
Abbitavamo ar vicolo der Moro io, co' me' madre e me' fratello Giggi. La sera, noi tornamio dar lavoro e la trovamio accanto a la loggetta bona, tranquilla, co' quer viso bianco,
che cantava, e faceva la carzetta! E ce baciava in fronte, e sorrideva e ce baciava ancora e poi cantava:Fior de gaggia io so' felice sortanto co' voi due ar monno nun ce sta che ve somija!. E mentre sull'incudine, er martello, sbatteva tutto allegro, e rimbarzava, pur'io nnell'officina ripetevo:Fiorin fiorello la vita tutta quanta, manco a dillo, l'ho da passà co' mamma e me' fratello. Poi, Giggi se cambiò!!! se fece amico co' li più peggio bulli dell'urione, lassò er lavoro. bazzicò Panico, poi fu proposto pe' l'ammonizzione."
Roman,Gemini 2.5 - flash,literature,"Che vò dì ""Ornitocefalo"" seconno ar testo?",Ornitocefalo vol dire che hai la testa de uccello e pertanto capisci poco!,"Cosa significa ""Ornitocefalo"" secondo il testo?",Ornitocefalo significa che hai la testa di uccello e pertanto capisci poco!,"Mo che vordì sto orinotocestio?» “Ornitocefalo vol dire che hai la testa de uccello e pertanto capisci poco!” A Madre, Maria, cerca allora de mette pace e dice ar Fijo:”non te la devi prenne'
Ci so' parole e frasi, in Italiano, che non so' offensive e so' anche de difficile comprensione”
.«Ah Vabbè» fa Adriano
«Ma puro er romanesco nun è offensivo! Pè gnente! E certe parole nun se capischeno ar volo
Pè esempio: si io Massimì te dico “stronzo”
Manco te, che sei 'n capiscione, capisci! Ma te garantisco che nun è n'inzurto e ciò sai perché? Perché e' 'a verità
Tu sei un granne stronzo»"
Roman,Gemini 2.5 - flash,literature,"Pecché la parola ""stronzo"" nun è n'inzurto seconno a chi parla?",Perché e' 'a verità,"Perché la parola ""stronzo"" non è un insulto secondo chi parla?",Perché è la verità,"Mo che vordì sto orinotocestio?» “Ornitocefalo vol dire che hai la testa de uccello e pertanto capisci poco!” A Madre, Maria, cerca allora de mette pace e dice ar Fijo:”non te la devi prenne'
Ci so' parole e frasi, in Italiano, che non so' offensive e so' anche de difficile comprensione”
.«Ah Vabbè» fa Adriano
«Ma puro er romanesco nun è offensivo! Pè gnente! E certe parole nun se capischeno ar volo
Pè esempio: si io Massimì te dico “stronzo”
Manco te, che sei 'n capiscione, capisci! Ma te garantisco che nun è n'inzurto e ciò sai perché? Perché e' 'a verità
Tu sei un granne stronzo»"
Roman,Gemini 2.5 - flash,literature,Come vegniva descritto er cagnolino ner racconto?,"Infatti era un cagnolino tutto linno e ppinno, ciuco, ciuco, che ppareva 'na galanteria",Come veniva descritto il cagnolino nel racconto?,"Infatti era un cagnolino tutto pulito e ordinato, piccino, piccino, che sembrava una galanteria.","Infatti era un cagnolino tutto linno e ppinno, ciuco, ciuco, che ppareva 'na galanteria
Er padre fece :
Ecco un cane che ffa ppe' ccasa nostra
E ssiccome è er mejo de tutti e ttre, chi l'ha allevato sarà ffatta riggina
Li fìji ppiù granili incominciorno a llagnasse com'er solito ; ma e' re, senza stalli nemmanco a ssenti', je fece :
Adesso annate ognuno a ppijavve la vostra spósa, e ddoppo armerete a sposa'
Li fratelli ppiù ggranni agnédeno a pijà' le spóse loro senza stacce tanto a ppensà', perché ereno du' bbelle giuvinotte
Ma quer povero Nicolino, poveretto, se disperava
Prese, montò in legno e agnede ggiù ar fosso
Dice :
Rana, rana
Chi e cche mme chiama ?"
Roman,Gemini 2.5 - flash,literature,"Doppo che li fiji se misero a lagnasse, che je disse er re?","Adesso annate ognuno a ppijavve la vostra spósa, e ddoppo armerete a sposa'","Dopo che i figli si misero a lamentarsi, che cosa gli disse il re?","Adesso andate ognuno a prendervi la vostra sposa, e dopo tornerete a sposarvi.","Infatti era un cagnolino tutto linno e ppinno, ciuco, ciuco, che ppareva 'na galanteria
Er padre fece :
Ecco un cane che ffa ppe' ccasa nostra
E ssiccome è er mejo de tutti e ttre, chi l'ha allevato sarà ffatta riggina
Li fìji ppiù granili incominciorno a llagnasse com'er solito ; ma e' re, senza stalli nemmanco a ssenti', je fece :
Adesso annate ognuno a ppijavve la vostra spósa, e ddoppo armerete a sposa'
Li fratelli ppiù ggranni agnédeno a pijà' le spóse loro senza stacce tanto a ppensà', perché ereno du' bbelle giuvinotte
Ma quer povero Nicolino, poveretto, se disperava
Prese, montò in legno e agnede ggiù ar fosso
Dice :
Rana, rana
Chi e cche mme chiama ?"
Roman,Gemini 2.5 - flash,literature,Che ffece Nicolino subbito doppo avé buttato er canestro ?,"Nicolino mannò ggiù er canestro, prese e' refe, e se n'annò ddar padre",Cosa fece Nicolino subito dopo aver calato il canestro?,"Nicolino mandò giù il canestro, prese il refe, e se ne andò dal padre.","E llui :
Hai finito da fila' que' llino ? Dice :
Sì : bbùtteme ggiù un canestro che tte lo manno su
Nicolino mannò ggiù er canestro, prese e' refe, e se n'annò ddar padre
Er padre incomincia a vvardà' tutti e ttre li gnómmeri de refe, e ddice ;
Quello de la fornara è bbello, quello de la macellara è mmejo, ma cquello de la ranocchia è er più bbello de tutti
Dunque la ranocchia sarà la riggina
Li fratelli j'incominciorno a ddi':
Ma Ppapà, che vve dite? Com'è ppossibile che 'na ranocchia sii la riggina ?"
Roman,Gemini 2.5 - flash,literature,Come ha giudicato er padre li ttre gnómmeri de refe ?,"Quello de la fornara è bbello, quello de la macellara è mmejo, ma cquello de la ranocchia è er più bbello de tutti",Come ha giudicato il padre i tre gomitoli di refe?,"Quello della fornara è bello, quello della macellaia è meglio, ma quello della ranocchia è il più bello di tutti.","E llui :
Hai finito da fila' que' llino ? Dice :
Sì : bbùtteme ggiù un canestro che tte lo manno su
Nicolino mannò ggiù er canestro, prese e' refe, e se n'annò ddar padre
Er padre incomincia a vvardà' tutti e ttre li gnómmeri de refe, e ddice ;
Quello de la fornara è bbello, quello de la macellara è mmejo, ma cquello de la ranocchia è er più bbello de tutti
Dunque la ranocchia sarà la riggina
Li fratelli j'incominciorno a ddi':
Ma Ppapà, che vve dite? Com'è ppossibile che 'na ranocchia sii la riggina ?"
Roman,Gemini 2.5 - flash,literature,Che problema c'aveva la fija der re che nu' se risolveva mai?,nu' rideva mai,Che problema aveva la figlia del re che non si risolveva mai?,non rideva mai,"C'era 'na vorta u' re che ciaveva 'na fija che nu' rideva mai. J'aveva fatte fa' tante feste ner paese, tanti balli, tante cose pe' potella fa' sta' alegra, ma era tutto inutile. 'Na vorta, a' re je sartò de fa' frabbicà' li' mmezzo a la piazza, davanti ar su' palazzo, 'na bella funtana che buttava ojo. Quant'ècchete che un giorno, che la fija de' re stava in finestra a godesse la gente che faceven'a pugni pe' riempisse le bocce d'ojo, capitò 'na ciospetta1 co' 'na mucchia de coccetti de la pupazza, l'empì d'ojo, e doppo avelli empiti se li caricò su la testa e s'incamminò; ma siccomme la strada era tutta panónta, la vecchia nun fece manco un passo che ppùnfete! prese e scivolò, e je se scocciòrno tutti li coccetti che portava. Che vvôi vede' la fija de' re!"
Roman,Gemini 2.5 - flash,literature,"Che stava a fa' la fija der re, 'na vorta, e che vedeva dalla finestra?",la fija de' re stava in finestra a godesse la gente che faceven'a pugni pe' riempisse le bocce d'ojo,"Cosa stava facendo la figlia del re, una volta, e che vedeva dalla finestra?",La figlia del re stava alla finestra a godersi la gente che si prendeva a pugni per riempirsi le brocche d'olio.,"C'era 'na vorta u' re che ciaveva 'na fija che nu' rideva mai. J'aveva fatte fa' tante feste ner paese, tanti balli, tante cose pe' potella fa' sta' alegra, ma era tutto inutile. 'Na vorta, a' re je sartò de fa' frabbicà' li' mmezzo a la piazza, davanti ar su' palazzo, 'na bella funtana che buttava ojo. Quant'ècchete che un giorno, che la fija de' re stava in finestra a godesse la gente che faceven'a pugni pe' riempisse le bocce d'ojo, capitò 'na ciospetta1 co' 'na mucchia de coccetti de la pupazza, l'empì d'ojo, e doppo avelli empiti se li caricò su la testa e s'incamminò; ma siccomme la strada era tutta panónta, la vecchia nun fece manco un passo che ppùnfete! prese e scivolò, e je se scocciòrno tutti li coccetti che portava. Che vvôi vede' la fija de' re!"
Roman,Gemini 2.5 - flash,literature,Che fece la fia der re dopo la maledizione e che je venne da quer giorno in poi?,"La fija de' re se levò da la finestra, e da quer giorno in poi je prese 'na smagna pe 'sto re superbo, che nun poteva più sta senza vedello.",Cosa fece la figlia del re dopo la maledizione e cosa le accadde da quel giorno in poi?,"La figlia del re si affacciò dalla finestra, e da quel giorno in poi le prese una smania per questo re superbo, che non poteva più stare senza vederlo.","pija e sbotta 'na risata, 'na risata, che 'n antro po' se sganassava. La vecchia, co' cquele lune che je faceveno, ner sentì' quele risate accusì scrocchiarèlle, s'arivortò; e vedenno che era la fija de' re, je fece tutt'arabbiata: - Ah ridi?! Che te possi innammorà' de' re superbo. La fija de' re se levò da la finestra, e da quer giorno in poi je prese 'na smagna pe 'sto re superbo, che nun poteva più sta senza vedello. Fintanto che tanto fece e tanto disse e tanto messe in croce er padre, che questo, pe' nun vedesse strugge da le pene su' fija, se n'agnede lui stesso a trovà' 'sto re superbo pe' parlacce."
Roman,Gemini 2.5 - flash,literature,Come reagì la vecchia a le risate scrocchiarelle e che maledizione tirò a la fia der re?,"La vecchia, co' cquele lune che je faceveno, ner sentì' quele risate accusì scrocchiarèlle, s'arivortò; e vedenno che era la fija de' re, je fece tutt'arabbiata: - Ah ridi?! Che te possi innammorà' de' re superbo.",Come reagì la vecchia alle risate squillanti e che maledizione lanciò alla figlia del re?,"La vecchia, con i suoi umori, nel sentire quelle risate così squillanti, si rivoltò; e vedendo che era la figlia del re, le disse tutta arrabbiata: - Ah ridi?! Che tu possa innamorarti del re superbo.","pija e sbotta 'na risata, 'na risata, che 'n antro po' se sganassava. La vecchia, co' cquele lune che je faceveno, ner sentì' quele risate accusì scrocchiarèlle, s'arivortò; e vedenno che era la fija de' re, je fece tutt'arabbiata: - Ah ridi?! Che te possi innammorà' de' re superbo. La fija de' re se levò da la finestra, e da quer giorno in poi je prese 'na smagna pe 'sto re superbo, che nun poteva più sta senza vedello. Fintanto che tanto fece e tanto disse e tanto messe in croce er padre, che questo, pe' nun vedesse strugge da le pene su' fija, se n'agnede lui stesso a trovà' 'sto re superbo pe' parlacce."
Roman,Gemini 2.5 - flash,literature,Che fu costretta a fa' la regazza più ciuca pe' campà' in pace?,"fu costretta, si vorse campà' in pace, de chiùdese in cammeretta sua, e de nun fasse più vede' da gnisuno.",Cosa fu costretta a fare la ragazza più sciocca per vivere in pace?,"Fu costretta, se volle vivere in pace, a chiudersi nella sua cameretta, e a non farsi più vedere da nessuno.","Però, quelle du' sconfuse de quelle più granne, appena er padre se ne fu ito via, incominciorno a minchionà' la più piccola, e a dije che lei faceva la smorfiosa pe' fasse volè' bbene dar padre: insomma tanto feceno e tanto disseno, finchè un giorno, 'sta povera regazza, fu costretta, si vorse campà' in pace, de chiùdese in cammeretta sua, e de nun fasse più vede' da gnisuno. Intanto er padre, sbrigati li su' impiccetti che ciaveva, e crompato er cappello e ll'abbito pe' le du' fije più granne, s'era incamminato verso er paese che nun era suo. Quanto ècchete che a mezza strada s'aricorda der vaso de pèrsa che aveva da portà' a la fija più ciuca. Dice: «E mo' come fo?"
Roman,Gemini 2.5 - flash,literature,Che aveva crompato er padre pe' le du' fije più granne?,crompato er cappello e ll'abbito pe' le du' fije più granne,Cosa aveva comprato il padre per le due figlie più grandi?,Aveva comprato il cappello e l'abito per le due figlie più grandi.,"Però, quelle du' sconfuse de quelle più granne, appena er padre se ne fu ito via, incominciorno a minchionà' la più piccola, e a dije che lei faceva la smorfiosa pe' fasse volè' bbene dar padre: insomma tanto feceno e tanto disseno, finchè un giorno, 'sta povera regazza, fu costretta, si vorse campà' in pace, de chiùdese in cammeretta sua, e de nun fasse più vede' da gnisuno. Intanto er padre, sbrigati li su' impiccetti che ciaveva, e crompato er cappello e ll'abbito pe' le du' fije più granne, s'era incamminato verso er paese che nun era suo. Quanto ècchete che a mezza strada s'aricorda der vaso de pèrsa che aveva da portà' a la fija più ciuca. Dice: «E mo' come fo?"
